,country,Unnamed: 0_sum,Unnamed: 0_count,pl_count_sum,pl_count_count,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,pl_count
52,saudi_arabia,87920,50,743.0,50,0.18120896939819003,0.1824896172511011,1.2914550077879061,-1.76787221980312,0.12968585852263492,0.023197557943236323,0.08143923924834436,0.009499318707950599,0.04889427045175259,0.15599047349297598,32.804291881440115,19.625793256425418,4.014858036763239
53,singapore,97000,50,950.0,50,0.171623531400738,0.16722292803148825,1.379850209002022,-1.63782359440857,0.20777667239798786,0.01851236874996226,0.07617994773972721,5.5265131913324814e-05,0.04051804939970301,0.13586463332034585,30.96817003448382,22.088258558001478,5.0612266353356015
54,slovakia,111927,50,790.0,50,0.243929660049746,0.2157779765626972,1.9584365036412223,-2.5878349237684755,0.12114040228708592,0.04766740229549845,0.09228334515760873,0.01671016443127105,0.062038692020156445,0.16121095535471422,42.23054701060819,23.703138714173146,5.316717655933216
55,south_africa,91670,50,784.0,50,0.15419969801314357,0.1265508804934458,1.0855874174527533,-1.7848613993095581,0.10940028237895964,0.018367465870793635,0.026664328586272743,0.014106762894032995,0.026816113062667218,0.09511933782533699,25.695302961991604,15.728394443559658,3.2988392840424754
56,south_korea,103478,50,711.0,50,0.19093869331032912,0.19643360513769734,1.654440382376431,-1.3503759376744282,0.1790050249784335,0.024006201168016827,0.04545909093292537,5.571233060745447e-06,0.04593974112257125,0.16079533198290016,32.937602645368806,20.661519398268283,3.856744629080795
57,spain,78748,50,574.0,50,0.21010487089485433,0.20267872600484846,1.3729007359674557,-1.3940502150735987,0.14750173196344565,0.024589673347013792,0.07019210304092785,0.0011416689083463003,0.04380290856395999,0.1763042817010769,34.5858146638847,23.3449856549838,3.2563843902699157
58,sweden,109123,50,603.0,50,0.21287010624078212,0.1897996237511318,1.8153195774572977,-2.355329380183016,0.2038253560653808,0.03294263621982947,0.10652970452011387,0.0005107953870500197,0.04876394253016694,0.15857612701886634,38.35035858931197,23.331633727109057,3.8408340533570193
59,switzerland,79339,50,1023.0,50,0.22041827022410485,0.21379946364697927,1.6373170042746195,-1.9511761341133316,0.14539880732940635,0.030407947962399026,0.06564895228042751,0.0023236265581247,0.05495695615815048,0.1723418384962729,39.14249051509846,26.51315643215349,6.4670860825209875
60,taiwan,112799,50,593.0,50,0.14435516285363614,0.13605202386564974,1.3854884042453715,-1.7811016444229686,0.2056201872024933,0.015029856540753674,0.10184705676732753,2.3077096310047824e-05,0.036994498680848587,0.09877504221333484,31.309937672604693,16.841272475632785,2.9031612145494887
61,thailand,111026,50,429.0,50,0.17833493544610507,0.16345668199192417,1.4179996071854624,-1.7800138326577841,0.18799237216473932,0.019227859825009543,0.09119112504124645,0.00022162195163654525,0.04404446431394511,0.14878253454180795,31.486235467070628,19.105396222570796,2.3042493616763764
62,turkey,120647,50,215.0,50,0.21329687582135284,0.20636957965677646,1.8323815661137528,-2.481063794332301,0.07023065235976056,0.03134649399006513,0.0909290302232292,0.009866809376771061,0.05308671165826701,0.15045257270841106,38.601709839718765,23.348499607240395,1.37269002339532
63,uae,65829,50,1144.0,50,0.190833760230136,0.18319222855281514,1.2840045792375703,-1.7427010115797141,0.17612452193081715,0.02473015545356326,0.0576246426613362,0.0009167813148926541,0.04827857217933265,0.14132515711538335,35.012856143194924,25.20853238087212,6.499563002866285
64,ukraine,111132,50,351.0,50,0.2905689538102372,0.2476478476066988,1.9187352683448877,-2.5998169367301545,0.24658445215677272,0.05900688882470272,0.05509296940208022,0.015480769328079201,0.07316160695491447,0.19091724150596828,49.24011790332835,27.239876199193485,2.7047232095946008
65,united_kingdom,86490,50,916.0,50,0.1800420705029461,0.17457481865809035,1.2082626577131306,-1.7791858988640423,0.1804193108802412,0.025775905547757126,0.06101556936644117,0.005463496225546007,0.0415483803949816,0.14194079239614615,33.54332865427696,23.082737288981164,5.008002689887908
66,united_states,106589,50,804.0,50,0.16426087138931428,0.1556266912798137,1.0572465440204737,-1.6169578989322653,0.1963457867466594,0.022315957290595958,0.04858128421891716,0.0019188632082398104,0.035031109060015525,0.11807430093767697,31.687949487109563,21.497346395082964,4.04774391139267
67,uruguay,68619,50,430.0,50,0.2189379232145531,0.1998591227816133,1.4608034910061924,-1.4363350325318387,0.15314875308935888,0.03482897162084885,0.06650661313005125,8.570062854800749e-05,0.038963987954261536,0.18389042010371903,38.00045257419985,23.838192452024437,2.5328447626317043
68,vietnam,110726,50,495.0,50,0.17813218579252038,0.1401813122812058,1.316798919079844,-1.9772178172782757,0.20818955242369072,0.018564262389620504,0.11824895931247481,8.784828810935781e-05,0.04481540352860472,0.12739639186686694,31.458877879131393,17.940734680111547,2.5763457112431727
