country,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,cluster,pl_count
argentina,0.799,0.6,7,-7.474,1,0.332,0.39,0.0,0.0474,0.683,170.22,210353,80,0,3.0
paraguay,0.799,0.6,7,-7.474,1,0.332,0.39,0.0,0.0474,0.683,170.22,210353,80,0,3.0
uruguay,0.799,0.6,7,-7.474,1,0.332,0.39,0.0,0.0474,0.683,170.22,210353,80,0,3.0
argentina,0.744,0.679,5,-3.51,1,0.0791,0.0654,0.00429,0.0966,0.866,176.024,199773,73,1,2.0
uruguay,0.744,0.679,5,-3.51,1,0.0791,0.0654,0.00429,0.0966,0.866,176.024,199773,73,1,2.0
argentina,0.729,0.513,5,-6.345,0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353,87,5,11.0
bolivia,0.729,0.513,5,-6.345,0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353,87,5,11.0
chile,0.729,0.513,5,-6.345,0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353,87,5,11.0
costa_rica,0.729,0.513,5,-6.345,0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353,87,5,11.0
ecuador,0.729,0.513,5,-6.345,0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353,87,5,11.0
el_salvador,0.729,0.513,5,-6.345,0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353,87,5,11.0
guatemala,0.729,0.513,5,-6.345,0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353,87,5,11.0
nicaragua,0.729,0.513,5,-6.345,0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353,87,5,11.0
paraguay,0.729,0.513,5,-6.345,0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353,87,5,11.0
peru,0.729,0.513,5,-6.345,0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353,87,5,11.0
uruguay,0.729,0.513,5,-6.345,0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353,87,5,11.0
argentina,0.787,0.853,11,-4.629,0,0.354,0.418,0.000173,0.24,0.669,176.131,147658,79,0,3.0
paraguay,0.787,0.853,11,-4.629,0,0.354,0.418,0.000173,0.24,0.669,176.131,147658,79,0,3.0
uruguay,0.787,0.853,11,-4.629,0,0.354,0.418,0.000173,0.24,0.669,176.131,147658,79,0,3.0
argentina,0.86,0.516,6,-5.518,0,0.145,0.0616,0.0,0.0791,0.591,98.005,190406,82,5,3.0
peru,0.86,0.516,6,-5.518,0,0.145,0.0616,0.0,0.0791,0.591,98.005,190406,82,5,3.0
uruguay,0.86,0.516,6,-5.518,0,0.145,0.0616,0.0,0.0791,0.591,98.005,190406,82,5,3.0
argentina,0.843,0.534,1,-6.658,0,0.142,0.467,0.0,0.0984,0.528,94.984,173053,81,5,3.0
paraguay,0.843,0.534,1,-6.658,0,0.142,0.467,0.0,0.0984,0.528,94.984,173053,81,5,3.0
uruguay,0.843,0.534,1,-6.658,0,0.142,0.467,0.0,0.0984,0.528,94.984,173053,81,5,3.0
argentina,0.88,0.729,0,-7.741,1,0.42,0.184,0.00247,0.102,0.622,85.996,159077,78,0,3.0
paraguay,0.88,0.729,0,-7.741,1,0.42,0.184,0.00247,0.102,0.622,85.996,159077,78,0,3.0
uruguay,0.88,0.729,0,-7.741,1,0.42,0.184,0.00247,0.102,0.622,85.996,159077,78,0,3.0
argentina,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,187332,85,5,13.0
bolivia,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,187332,85,5,13.0
chile,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,187332,85,5,13.0
costa_rica,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,187332,85,5,13.0
ecuador,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,187332,85,5,13.0
el_salvador,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,187332,85,5,13.0
honduras,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,187332,85,5,13.0
nicaragua,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,187332,85,5,13.0
panama,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,187332,85,5,13.0
paraguay,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,187332,85,5,13.0
peru,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,187332,85,5,13.0
spain,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,187332,85,5,13.0
uruguay,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,187332,85,5,13.0
argentina,0.685,0.725,1,-5.523,0,0.104,0.216,0.0,0.0857,0.463,140.816,120638,76,5,2.0
uruguay,0.685,0.725,1,-5.523,0,0.104,0.216,0.0,0.0857,0.463,140.816,120638,76,5,2.0
argentina,0.829,0.81,2,-4.801,1,0.144,0.0424,0.0,0.0748,0.707,114.044,161485,83,3,2.0
spain,0.829,0.81,2,-4.801,1,0.144,0.0424,0.0,0.0748,0.707,114.044,161485,83,3,2.0
argentina,0.769,0.812,1,-2.088,0,0.0825,0.281,2.63e-05,0.0781,0.926,180.003,280274,81,1,3.0
paraguay,0.769,0.812,1,-2.088,0,0.0825,0.281,2.63e-05,0.0781,0.926,180.003,280274,81,1,3.0
uruguay,0.769,0.812,1,-2.088,0,0.0825,0.281,2.63e-05,0.0781,0.926,180.003,280274,81,1,3.0
argentina,0.74,0.649,7,-4.297,1,0.0601,0.172,0.000237,0.111,0.645,94.02,165957,69,3,2.0
uruguay,0.74,0.649,7,-4.297,1,0.0601,0.172,0.000237,0.111,0.645,94.02,165957,69,3,2.0
argentina,0.811,0.588,1,-3.161,1,0.0464,0.128,0.0004,0.0929,0.553,107.022,226187,84,3,4.0
bolivia,0.811,0.588,1,-3.161,1,0.0464,0.128,0.0004,0.0929,0.553,107.022,226187,84,3,4.0
spain,0.811,0.588,1,-3.161,1,0.0464,0.128,0.0004,0.0929,0.553,107.022,226187,84,3,4.0
uruguay,0.811,0.588,1,-3.161,1,0.0464,0.128,0.0004,0.0929,0.553,107.022,226187,84,3,4.0
argentina,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
bolivia,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
chile,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
colombia,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
costa_rica,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
dominican_republic,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
ecuador,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
el_salvador,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
guatemala,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
honduras,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
mexico,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
nicaragua,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
panama,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
paraguay,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
peru,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
spain,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
uruguay,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,89,5,17.0
argentina,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
bolivia,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
chile,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
colombia,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
costa_rica,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
dominican_republic,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
ecuador,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
el_salvador,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
guatemala,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
honduras,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
mexico,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
nicaragua,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
panama,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
paraguay,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
peru,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
uruguay,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,79,3,16.0
argentina,0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,165275,86,3,10.0
bolivia,0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,165275,86,3,10.0
costa_rica,0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,165275,86,3,10.0
ecuador,0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,165275,86,3,10.0
el_salvador,0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,165275,86,3,10.0
guatemala,0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,165275,86,3,10.0
mexico,0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,165275,86,3,10.0
paraguay,0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,165275,86,3,10.0
peru,0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,165275,86,3,10.0
uruguay,0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,165275,86,3,10.0
argentina,0.57,0.455,1,-5.748,0,0.0996,0.441,0.000746,0.0654,0.399,167.933,151429,88,1,9.0
bolivia,0.57,0.455,1,-5.748,0,0.0996,0.441,0.000746,0.0654,0.399,167.933,151429,88,1,9.0
ecuador,0.57,0.455,1,-5.748,0,0.0996,0.441,0.000746,0.0654,0.399,167.933,151429,88,1,9.0
el_salvador,0.57,0.455,1,-5.748,0,0.0996,0.441,0.000746,0.0654,0.399,167.933,151429,88,1,9.0
guatemala,0.57,0.455,1,-5.748,0,0.0996,0.441,0.000746,0.0654,0.399,167.933,151429,88,1,9.0
mexico,0.57,0.455,1,-5.748,0,0.0996,0.441,0.000746,0.0654,0.399,167.933,151429,88,1,9.0
paraguay,0.57,0.455,1,-5.748,0,0.0996,0.441,0.000746,0.0654,0.399,167.933,151429,88,1,9.0
peru,0.57,0.455,1,-5.748,0,0.0996,0.441,0.000746,0.0654,0.399,167.933,151429,88,1,9.0
uruguay,0.57,0.455,1,-5.748,0,0.0996,0.441,0.000746,0.0654,0.399,167.933,151429,88,1,9.0
argentina,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,89,1,15.0
bolivia,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,89,1,15.0
chile,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,89,1,15.0
colombia,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,89,1,15.0
costa_rica,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,89,1,15.0
ecuador,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,89,1,15.0
el_salvador,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,89,1,15.0
guatemala,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,89,1,15.0
honduras,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,89,1,15.0
mexico,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,89,1,15.0
nicaragua,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,89,1,15.0
panama,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,89,1,15.0
paraguay,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,89,1,15.0
peru,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,89,1,15.0
uruguay,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,201181,89,1,15.0
argentina,0.779,0.562,0,-5.678,1,0.26,0.45,1.29e-05,0.0974,0.57,89.853,144000,73,3,1.0
argentina,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
bolivia,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
chile,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
colombia,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
costa_rica,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
dominican_republic,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
ecuador,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
el_salvador,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
guatemala,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
honduras,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
mexico,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
nicaragua,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
panama,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
paraguay,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
peru,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
spain,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
uruguay,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,273474,89,1,17.0
argentina,0.785,0.654,9,-6.603,1,0.0557,0.303,0.0,0.103,0.713,94.006,149787,78,3,1.0
bolivia,0.662,0.788,3,-4.55,0,0.205,0.0191,0.0,0.0559,0.711,179.876,170760,86,1,8.0
chile,0.662,0.788,3,-4.55,0,0.205,0.0191,0.0,0.0559,0.711,179.876,170760,86,1,8.0
colombia,0.662,0.788,3,-4.55,0,0.205,0.0191,0.0,0.0559,0.711,179.876,170760,86,1,8.0
costa_rica,0.662,0.788,3,-4.55,0,0.205,0.0191,0.0,0.0559,0.711,179.876,170760,86,1,8.0
ecuador,0.662,0.788,3,-4.55,0,0.205,0.0191,0.0,0.0559,0.711,179.876,170760,86,1,8.0
panama,0.662,0.788,3,-4.55,0,0.205,0.0191,0.0,0.0559,0.711,179.876,170760,86,1,8.0
paraguay,0.662,0.788,3,-4.55,0,0.205,0.0191,0.0,0.0559,0.711,179.876,170760,86,1,8.0
peru,0.662,0.788,3,-4.55,0,0.205,0.0191,0.0,0.0559,0.711,179.876,170760,86,1,8.0
argentina,0.743,0.674,2,-4.201,1,0.129,0.15,0.0,0.0986,0.932,174.024,190345,78,1,1.0
uruguay,0.891,0.626,4,-6.35,1,0.159,0.268,0.00129,0.196,0.6,89.969,122694,74,3,1.0
argentina,0.762,0.748,0,-6.273,0,0.0407,0.0746,0.0,0.128,0.822,149.985,209415,67,5,1.0
bolivia,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,181107,86,1,9.0
chile,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,181107,86,1,9.0
colombia,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,181107,86,1,9.0
costa_rica,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,181107,86,1,9.0
ecuador,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,181107,86,1,9.0
el_salvador,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,181107,86,1,9.0
guatemala,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,181107,86,1,9.0
panama,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,181107,86,1,9.0
peru,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,181107,86,1,9.0
bolivia,0.75,0.522,9,-7.018,1,0.0293,0.282,0.0,0.0743,0.601,110.427,321556,87,3,8.0
ecuador,0.75,0.522,9,-7.018,1,0.0293,0.282,0.0,0.0743,0.601,110.427,321556,87,3,8.0
el_salvador,0.75,0.522,9,-7.018,1,0.0293,0.282,0.0,0.0743,0.601,110.427,321556,87,3,8.0
guatemala,0.75,0.522,9,-7.018,1,0.0293,0.282,0.0,0.0743,0.601,110.427,321556,87,3,8.0
mexico,0.75,0.522,9,-7.018,1,0.0293,0.282,0.0,0.0743,0.601,110.427,321556,87,3,8.0
paraguay,0.75,0.522,9,-7.018,1,0.0293,0.282,0.0,0.0743,0.601,110.427,321556,87,3,8.0
peru,0.75,0.522,9,-7.018,1,0.0293,0.282,0.0,0.0743,0.601,110.427,321556,87,3,8.0
spain,0.75,0.522,9,-7.018,1,0.0293,0.282,0.0,0.0743,0.601,110.427,321556,87,3,8.0
argentina,0.68,0.682,7,-3.873,0,0.0781,0.202,0.0,0.118,0.53,176.189,190929,76,1,2.0
uruguay,0.68,0.682,7,-3.873,0,0.0781,0.202,0.0,0.118,0.53,176.189,190929,76,1,2.0
bolivia,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,86,5,14.0
colombia,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,86,5,14.0
costa_rica,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,86,5,14.0
dominican_republic,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,86,5,14.0
ecuador,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,86,5,14.0
el_salvador,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,86,5,14.0
guatemala,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,86,5,14.0
honduras,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,86,5,14.0
mexico,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,86,5,14.0
nicaragua,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,86,5,14.0
panama,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,86,5,14.0
paraguay,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,86,5,14.0
peru,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,86,5,14.0
spain,0.715,0.622,4,-5.102,0,0.046,0.163,0.0,0.0948,0.808,80.015,195053,86,5,14.0
australia,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640,75,3,2.0
new_zealand,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640,75,3,2.0
australia,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,0.638,80.511,123987,86,5,7.0
canada,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,0.638,80.511,123987,86,5,7.0
latvia,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,0.638,80.511,123987,86,5,7.0
new_zealand,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,0.638,80.511,123987,86,5,7.0
south_africa,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,0.638,80.511,123987,86,5,7.0
uae,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,0.638,80.511,123987,86,5,7.0
united_states,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,0.638,80.511,123987,86,5,7.0
australia,0.628,0.877,0,-4.205,1,0.046,0.0155,5.97e-06,0.113,0.721,101.992,217408,77,3,1.0
philippines,0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,204094,87,2,2.0
singapore,0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,204094,87,2,2.0
australia,0.781,0.673,0,-5.913,1,0.0336,0.151,0.0167,0.165,0.961,123.979,198629,40,3,1.0
australia,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983,87,3,3.0
malaysia,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983,87,3,3.0
singapore,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983,87,3,3.0
australia,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973,83,1,1.0
united_kingdom,0.768,0.374,7,-12.49,1,0.723,0.288,1.67e-06,0.111,0.398,75.503,195200,78,0,1.0
australia,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,84,3,2.0
new_zealand,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,84,3,2.0
malaysia,0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,151444,87,1,2.0
philippines,0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,151444,87,1,2.0
united_kingdom,0.769,0.809,3,-4.529,1,0.0554,0.377,0.0,0.238,0.886,143.074,108651,84,3,1.0
austria,0.745,0.506,9,-6.919,1,0.128,0.0135,0.0937,0.167,0.325,145.041,105983,79,3,3.0
germany,0.745,0.506,9,-6.919,1,0.128,0.0135,0.0937,0.167,0.325,145.041,105983,79,3,3.0
switzerland,0.745,0.506,9,-6.919,1,0.128,0.0135,0.0937,0.167,0.325,145.041,105983,79,3,3.0
austria,0.827,0.699,4,-4.802,0,0.0415,0.285,0.00915,0.3,0.806,136.996,136000,78,5,2.0
germany,0.827,0.699,4,-4.802,0,0.0415,0.285,0.00915,0.3,0.806,136.996,136000,78,5,2.0
austria,0.714,0.425,1,-8.064,1,0.0809,0.403,0.000105,0.115,0.316,99.034,165477,79,2,2.0
germany,0.714,0.425,1,-8.064,1,0.0809,0.403,0.000105,0.115,0.316,99.034,165477,79,2,2.0
austria,0.787,0.531,11,-10.569,0,0.101,0.132,0.00094,0.112,0.721,91.996,138533,77,5,1.0
germany,0.812,0.66,1,-6.093,1,0.171,0.309,0.00262,0.172,0.482,139.992,152771,77,3,1.0
germany,0.655,0.624,0,-7.448,0,0.456,0.249,6.42e-06,0.107,0.488,140.083,164595,78,0,1.0
australia,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,139672,87,3,5.0
austria,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,139672,87,3,5.0
luxembourg,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,139672,87,3,5.0
netherlands,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,139672,87,3,5.0
switzerland,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,139672,87,3,5.0
belgium,0.727,0.681,5,-7.114,0,0.0265,0.00214,0.000307,0.0861,0.448,123.028,241970,86,5,2.0
netherlands,0.727,0.681,5,-7.114,0,0.0265,0.00214,0.000307,0.0861,0.448,123.028,241970,86,5,2.0
saudi_arabia,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,237720,85,5,2.0
singapore,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,237720,85,5,2.0
bulgaria,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,173347,89,3,2.0
hungary,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,173347,89,3,2.0
luxembourg,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,169153,87,3,1.0
netherlands,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000,84,3,3.0
norway,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000,84,3,3.0
switzerland,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000,84,3,3.0
belgium,0.74,0.567,0,-8.025,1,0.036,0.104,0.0,0.237,0.497,107.998,228211,75,3,2.0
france,0.74,0.567,0,-8.025,1,0.036,0.104,0.0,0.237,0.497,107.998,228211,75,3,2.0
belgium,0.641,0.681,0,-6.418,1,0.354,0.123,3.36e-05,0.0425,0.836,138.095,190012,79,0,1.0
belgium,0.836,0.846,0,-4.673,1,0.0392,0.0907,0.047,0.057,0.942,122.042,169945,83,3,4.0
finland,0.836,0.846,0,-4.673,1,0.0392,0.0907,0.047,0.057,0.942,122.042,169945,83,3,4.0
hungary,0.836,0.846,0,-4.673,1,0.0392,0.0907,0.047,0.057,0.942,122.042,169945,83,3,4.0
