country,market,capture_dttm,track_artist,track_name,track_id,track_popularity,track_number,track_preview_url,track_duration,track_added_date
global,GO,2021-10-29 16:21:29.702347,Adele,Easy On Me,0gplL1WMoJ6iYaPgMCL0gX,99,1,https://p.scdn.co/mp3-preview/c5014be1aeb2ab5f129e2789eff3ea87ecd5027f?cid=92635a7f55d045ebb6fb8dee4927d449,224694,2021-10-29T11:00:55Z
global,GO,2021-10-29 16:21:29.702347,The Kid LAROI,STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,93,2,https://p.scdn.co/mp3-preview/dd4d8d66b97b6edcb5358135e72620715e1449f9?cid=92635a7f55d045ebb6fb8dee4927d449,141805,2021-10-29T11:00:55Z
global,GO,2021-10-29 16:21:29.702347,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,91,3,https://p.scdn.co/mp3-preview/c1cb40d748692992bd5e476fc17ffe16f31016e3?cid=92635a7f55d045ebb6fb8dee4927d449,212352,2021-10-29T11:00:55Z
global,GO,2021-10-29 16:21:29.702347,Glass Animals,Heat Waves,02MWAaffLxlfxAUY7c5dvx,92,4,,238805,2021-10-29T11:00:55Z
global,GO,2021-10-29 16:21:29.702347,Elton John,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39,74,5,,202735,2021-10-29T11:00:55Z
global,GO,2021-10-29 16:21:29.702347,LISA,MONEY,7hU3IHwjX150XLoTVmjD0q,92,6,,168227,2021-10-29T11:00:55Z
global,GO,2021-10-29 16:21:29.702347,Ed Sheeran,Shivers,75MNhvTCCKsST3YqqUiU9r,96,7,https://p.scdn.co/mp3-preview/bb9f413d6876e265d09a5d2d93345c64f8ac4de8?cid=92635a7f55d045ebb6fb8dee4927d449,207853,2021-10-29T11:00:55Z
global,GO,2021-10-29 16:21:29.702347,Ed Sheeran,Bad Habits,6PQ88X9TkUIAUIZJHW2upE,98,8,https://p.scdn.co/mp3-preview/0e537207ad0fff8c9e9011735c665d99b9b58d5e?cid=92635a7f55d045ebb6fb8dee4927d449,231041,2021-10-29T11:00:55Z
global,GO,2021-10-29 16:21:29.702347,Coldplay,My Universe,46HNZY1i7O6jwTA7Slo2PI,82,9,https://p.scdn.co/mp3-preview/5da74c03a1f17ed58315050022c1452fb431a2ad?cid=92635a7f55d045ebb6fb8dee4927d449,226198,2021-10-29T11:00:55Z
global,GO,2021-10-29 16:21:29.702347,Farruko,Pepas,2B4GHvToeLTOBB4QLzW3Ni,83,10,https://p.scdn.co/mp3-preview/890f6034cf93d666d0f89d5724430c6ddd276eb2?cid=92635a7f55d045ebb6fb8dee4927d449,287120,2021-10-29T11:00:55Z
