id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,update_dttm,name,artist,album_img,preview_url
2QVU4zCVdeOfIkrMQ07ze3,0.611,0.314,11,-12.111,1,0.0244,0.797,8.84e-05,0.0923,0.203,83.01,269693,4,2021-11-20 10:26:23.402031,Ástrós (feat. BRÍET),Bubbi Morthens,https://i.scdn.co/image/ab67616d0000b27376136b20140b45fd55b3d532,https://p.scdn.co/mp3-preview/7280fb6049b2effc462dace04aa210c0853594e8?cid=92635a7f55d045ebb6fb8dee4927d449
1LEUwmlojezBSXQBgMzYcI,0.285,0.273,0,-9.271,1,0.0336,0.91,1.77e-06,0.0658,0.217,50.021,252387,4,2021-11-20 10:26:23.402031,Esjan,BRÍET,https://i.scdn.co/image/ab67616d0000b273ebffd540167f6641e341bf9b,https://p.scdn.co/mp3-preview/9bb3b81787d6acdacaf989b52ceaf0c95d395343?cid=92635a7f55d045ebb6fb8dee4927d449
4SnZutXz7AH58ZNVJU8dmN,0.742,0.0915,2,-13.086,1,0.0438,0.89,0.0,0.0926,0.813,146.165,197137,3,2021-11-20 10:26:23.402031,Ljós,Hafdís Huld,https://i.scdn.co/image/ab67616d0000b273b0fff6cd2fec3355495f54b6,https://p.scdn.co/mp3-preview/4f817e6dda845fd32827c69ec641af0922870d80?cid=92635a7f55d045ebb6fb8dee4927d449
7j218FtlsjEaqs6aNNX1cg,0.433,0.623,1,-7.914,0,0.0297,0.0316,0.0073,0.0688,0.403,175.948,277270,4,2021-11-20 10:26:23.402031,Fimm,BRÍET,https://i.scdn.co/image/ab67616d0000b27311783fc19084c656aaafab7e,https://p.scdn.co/mp3-preview/b9d6efda532abb40d97c60cc5c8570d80b024c87?cid=92635a7f55d045ebb6fb8dee4927d449
6bFnPQPOpfI4JqlhfJ5Ukk,0.735,0.484,8,-8.795,0,0.0413,0.101,0.0,0.116,0.159,104.979,251733,4,2021-11-20 10:26:23.402031,Nýjar Hæðir (feat. Högni),Birnir,https://i.scdn.co/image/ab67616d0000b273010144468157af481031ae58,https://p.scdn.co/mp3-preview/fcadd01f01b3bd33b34388d3e50fe2a9fed05492?cid=92635a7f55d045ebb6fb8dee4927d449
6V6q0kGDvwfCkjqVlAhJWX,0.715,0.091,9,-13.713,1,0.0375,0.921,0.0,0.101,0.542,119.95,150883,4,2021-11-20 10:26:23.402031,Sofa urtubörn,Hafdís Huld,https://i.scdn.co/image/ab67616d0000b273b0fff6cd2fec3355495f54b6,https://p.scdn.co/mp3-preview/0bd5b4addbe0eaa8e4a3858edc19039a40df1c79?cid=92635a7f55d045ebb6fb8dee4927d449
5S2wLOfH1u9iSUQy8NtvRZ,0.777,0.1,2,-14.009,0,0.0377,0.926,0.0,0.0947,0.641,99.979,175404,4,2021-11-20 10:26:23.402031,Bíum bíum bambaló,Hafdís Huld,https://i.scdn.co/image/ab67616d0000b273b0fff6cd2fec3355495f54b6,https://p.scdn.co/mp3-preview/6f08908b49a1c8e4e405ddba451f5ad79ff89eb3?cid=92635a7f55d045ebb6fb8dee4927d449
5VrbuzqAjCAFSa7MpGRXWI,0.909,0.545,6,-7.311,1,0.109,0.0209,0.000122,0.0906,0.163,123.999,239027,4,2021-11-20 10:26:23.402031,Spurningar (feat. Páll Óskar),Birnir,https://i.scdn.co/image/ab67616d0000b273db447e17f0de372f8e42b257,https://p.scdn.co/mp3-preview/092709826e1ef1b888b90518a9251b95d476d98e?cid=92635a7f55d045ebb6fb8dee4927d449
72zHuDxFQTjbL51qJQSA7j,0.603,0.573,1,-5.843,1,0.0502,0.478,0.0,0.0971,0.236,82.941,228855,4,2021-11-20 10:26:23.402031,"Ranjha (From ""Shershaah"")",Jasleen Royal,https://i.scdn.co/image/ab67616d0000b27309426d9ae9d8d981735ebc5e,https://p.scdn.co/mp3-preview/6c7ba73fedd957c3085a0e32ea3a650fc2267b49?cid=92635a7f55d045ebb6fb8dee4927d449
2rOnSn2piaqLAlYjtfUBlY,0.72,0.63,10,-5.549,1,0.0413,0.615,0.0,0.108,0.512,81.009,230292,4,2021-11-20 10:26:23.402031,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,https://i.scdn.co/image/ab67616d0000b273a75c2f26913099a420050f01,https://p.scdn.co/mp3-preview/d04317bacdc99181f6b24d26591e55d013c79dcf?cid=92635a7f55d045ebb6fb8dee4927d449
3jf5303mzzJ96O8xFTcEn4,0.428,0.467,2,-4.904,1,0.0327,0.68,0.0,0.135,0.193,90.831,266005,4,2021-11-20 10:26:23.402031,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,https://i.scdn.co/image/ab67616d0000b273173a36a54fd89a650240ceac,https://p.scdn.co/mp3-preview/688b24cc7c6231ea54332a74333c6e4e9129d884?cid=92635a7f55d045ebb6fb8dee4927d449
6JUQViD0hLXlvWXCV4uUF8,0.412,0.494,6,-9.282,1,0.0536,0.706,0.0,0.0772,0.496,169.93,228189,4,2021-11-20 10:26:23.402031,Chitta,Manan Bhardwaj,https://i.scdn.co/image/ab67616d0000b273e4c77dc1b6c85c754f7f136c,https://p.scdn.co/mp3-preview/07ed17823a4678b9e7877caa85ab5c43952cfe8c?cid=92635a7f55d045ebb6fb8dee4927d449
0yCWDaAgOtg6TKlNCg9rwA,0.77,0.84,11,-4.022,1,0.107,0.515,0.00452,0.145,0.192,96.012,270000,4,2021-11-20 10:26:23.402031,Tu Aake Dekhle,King,https://i.scdn.co/image/ab67616d0000b273e0fc847e272a9bf7a04643da,https://p.scdn.co/mp3-preview/82e4f9e0eff3bc5f3aee70690c2f9a167b0aa9f6?cid=92635a7f55d045ebb6fb8dee4927d449
6R6BpMBFQrF7n2uEOxYmss,0.552,0.336,7,-7.466,0,0.0284,0.84,1.92e-06,0.12,0.394,96.869,230103,4,2021-11-20 10:26:23.402031,"Kabhii Tumhhe (From ""Shershaah"")",Javed-Mohsin,https://i.scdn.co/image/ab67616d0000b273a316db58a88ede65f908d104,https://p.scdn.co/mp3-preview/3794b2e6805d6487e47ef516170ac40c50661fe2?cid=92635a7f55d045ebb6fb8dee4927d449
2FCXQHugkoHE1K3tiDu8pu,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,341055,4,2021-11-20 10:26:23.402031,"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik,https://i.scdn.co/image/ab67616d0000b2737569cbe3695608074d9fd389,https://p.scdn.co/mp3-preview/017b836fa0c7983b7d5749a2c0802a33843244a7?cid=92635a7f55d045ebb6fb8dee4927d449
6CTN8S2qzPwZdwwp0Nugvy,0.489,0.625,9,-6.497,0,0.0584,0.288,0.0,0.133,0.439,149.921,230876,3,2021-11-20 10:26:23.402031,"Shiddat Title Track (From ""Shiddat"")",Manan Bhardwaj,https://i.scdn.co/image/ab67616d0000b273e125bce803627d192c8f6697,https://p.scdn.co/mp3-preview/ed7bbd9495b5ba2f61df7c1124e137af575e082c?cid=92635a7f55d045ebb6fb8dee4927d449
6qZyM6JV8ohLC4S2EL5sFh,0.758,0.57,6,-8.645,0,0.0462,0.00374,2.47e-06,0.184,0.567,126.966,230185,4,2021-11-20 10:26:23.402031,Barbaadiyan,Sachet Tandon,https://i.scdn.co/image/ab67616d0000b273e4c77dc1b6c85c754f7f136c,https://p.scdn.co/mp3-preview/7e306b8a683213e85ed41241b36f0963ef5cc04e?cid=92635a7f55d045ebb6fb8dee4927d449
5urYiIXu1ZhfMAOsp7WDTc,0.55,0.448,11,-9.117,1,0.0366,0.777,0.000459,0.111,0.388,147.986,231487,4,2021-11-20 10:26:23.402031,"Dil Ko Karaar Aaya (From ""Sukoon"")",Yasser Desai,https://i.scdn.co/image/ab67616d0000b2739acc843616b7226a85f201db,https://p.scdn.co/mp3-preview/4dfd08831d34dcfafd602d68917aa214c95483a4?cid=92635a7f55d045ebb6fb8dee4927d449
1y5beX4vn7QPfg36r4jiWo,0.817,0.715,9,-5.13,1,0.0484,0.183,0.0,0.214,0.398,100.002,177695,4,2021-11-20 10:26:23.402031,"Sakhiyan2.0 (From ""BellBottom"")",Maninder Buttar,https://i.scdn.co/image/ab67616d0000b2731e40e617023911c2edde677a,https://p.scdn.co/mp3-preview/b5699df6189eeeb8d08bb75576ee08f48c42b5c7?cid=92635a7f55d045ebb6fb8dee4927d449
1smFN2CLqGROu0J0UyvDfL,0.483,0.468,8,-7.642,1,0.0341,0.785,0.0,0.152,0.319,135.864,247941,4,2021-11-20 10:26:23.402031,Shayad,Pritam,https://i.scdn.co/image/ab67616d0000b273095191f6b96fd9eff585befc,https://p.scdn.co/mp3-preview/c68ce2c951b0f3454323d4df65c92398bf8bb496?cid=92635a7f55d045ebb6fb8dee4927d449
0XwRlvv3KlOu4HWlOH34XG,0.827,0.587,9,-5.531,0,0.113,0.203,0.0,0.0727,0.774,119.936,190000,4,2021-11-20 10:26:23.402031,Lover,Diljit Dosanjh,https://i.scdn.co/image/ab67616d0000b2733b8fbe2d8b25ca2bfddf5b16,https://p.scdn.co/mp3-preview/3580accea365e7166bc138b674807c71a068f035?cid=92635a7f55d045ebb6fb8dee4927d449
3KeMulXbLDJBQdY5PZbGEh,0.815,0.761,4,-7.162,0,0.144,0.192,0.0,0.0272,0.82,121.999,200219,4,2021-11-20 10:26:23.402031,Param Sundari,A.R. Rahman,https://i.scdn.co/image/ab67616d0000b2731c7bfe8d9d66076ac648c4a1,https://p.scdn.co/mp3-preview/3ffd17d57b9d6ac820e061672d9ba0b0960417b2?cid=92635a7f55d045ebb6fb8dee4927d449
55nRhkhe7ckZhazYrv6ZOX,0.743,0.562,0,-5.846,0,0.0424,0.421,0.0,0.1,0.31,87.869,210682,4,2021-11-20 10:26:23.402031,Distance Love,Grewal,https://i.scdn.co/image/ab67616d0000b2736b3733e73fe3d3c903788915,https://p.scdn.co/mp3-preview/a70a92988fe4389b5f6f1e4aa28a537543f3de33?cid=92635a7f55d045ebb6fb8dee4927d449
2rU33n6Fhd6G1MzYhUj6C5,0.638,0.785,10,-2.612,1,0.044,0.185,0.0,0.245,0.515,91.101,228031,4,2021-11-20 10:26:23.402031,Lut Gaye,Jubin Nautiyal,https://i.scdn.co/image/ab67616d0000b2736fdbdd369b1dbf7a66595997,https://p.scdn.co/mp3-preview/6ba0d9c8eaa70f93511749cbdc9b1e3e6b4369a5?cid=92635a7f55d045ebb6fb8dee4927d449
2YmXGUx32C3CUEgcAyHcGf,0.82,0.581,4,-5.655,1,0.0438,0.494,0.0,0.362,0.681,106.965,221000,4,2021-11-20 10:26:23.402031,Srivalli,Devi Sri Prasad,https://i.scdn.co/image/ab67616d0000b273b53d8029dc2d52bd0384d922,https://p.scdn.co/mp3-preview/fef249ab78ec877bf122394d888a6089935e7309?cid=92635a7f55d045ebb6fb8dee4927d449
7lGhrfren1Zpwh0ds0zuUg,0.56,0.512,1,-7.185,0,0.0333,0.592,0.0,0.056,0.39,123.991,254516,4,2021-11-20 10:26:23.402031,Pal Pal Dil Ke Paas- Title Track,Arijit Singh,https://i.scdn.co/image/ab67616d0000b273c37f0437b5edc4e5eb77659d,https://p.scdn.co/mp3-preview/c3cbf6487800758bde40f1fb2dd1b6ad9e1cbc00?cid=92635a7f55d045ebb6fb8dee4927d449
7HPM13Xek5XoRWxRzHfvkB,0.612,0.78,1,-5.123,0,0.0814,0.0781,0.0,0.0593,0.554,92.059,273273,4,2021-11-20 10:26:23.402031,Dil Galti Kar Baitha Hai,Jubin Nautiyal,https://i.scdn.co/image/ab67616d0000b2739a0cfca9e6c069d1a53b962b,https://p.scdn.co/mp3-preview/3a4cc472e8c9f299f94e65464c91e396dd58e6a9?cid=92635a7f55d045ebb6fb8dee4927d449
3B4etxytImrRKQgV3XHjnR,0.721,0.751,10,-6.203,0,0.125,0.162,6.59e-06,0.118,0.738,140.095,185481,4,2021-11-20 10:26:23.402031,Harleys In Hawaii,Katy Perry,https://i.scdn.co/image/ab67616d0000b2735ebe6cbd74a47a5e8ea88985,
4hOsYVSWKWP71u3yQbcqZB,0.722,0.335,1,-9.943,1,0.136,0.12,0.0,0.0747,0.266,85.034,206118,4,2021-11-20 10:26:23.402031,Waalian,Harnoor,https://i.scdn.co/image/ab67616d0000b27387cd4ffa98789f7a3bbf19ca,https://p.scdn.co/mp3-preview/68933f15e8b4b2f9e4cc3086d152467c5b4cd464?cid=92635a7f55d045ebb6fb8dee4927d449
0tjnLIbuF8mwLUKq3CNIdH,0.559,0.632,5,-7.58,0,0.0608,0.413,0.0,0.118,0.699,90.097,199175,4,2021-11-20 10:26:23.402031,Jug Jug Jeeve,Sachet Tandon,https://i.scdn.co/image/ab67616d0000b273e4c77dc1b6c85c754f7f136c,https://p.scdn.co/mp3-preview/21dc0d510db608fa742a05342a9d008633b6ac8f?cid=92635a7f55d045ebb6fb8dee4927d449
2Fv2injs4qAm8mJBGaxVKU,0.427,0.396,11,-7.556,1,0.0366,0.736,0.0,0.11,0.306,70.368,284780,4,2021-11-20 10:26:23.402031,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,https://i.scdn.co/image/ab67616d0000b273ba03ff79dad25f7c3542382f,https://p.scdn.co/mp3-preview/e5dbd98555a85f8704f861dfcf122333f183f562?cid=92635a7f55d045ebb6fb8dee4927d449
58f4twRnbZOOVUhMUpplJ4,0.854,0.611,8,-6.26,0,0.0864,0.223,0.0,0.119,0.417,100.024,254400,4,2021-11-20 10:26:23.402031,Brown Munde,AP Dhillon,https://i.scdn.co/image/ab67616d0000b273d9a129c4a656a55afff2ca02,https://p.scdn.co/mp3-preview/d241392602810e187b4ed920186c1ebf622d57d1?cid=92635a7f55d045ebb6fb8dee4927d449
2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,169354,4,2021-11-20 10:26:23.402031,Let Me Down Slowly,Alec Benjamin,https://i.scdn.co/image/ab67616d0000b273459d675aa0b6f3b211357370,https://p.scdn.co/mp3-preview/a784e71dbc6c31f02d4ab06d36b472ecbddbaaf9?cid=92635a7f55d045ebb6fb8dee4927d449
576v1keY82NOPITMNu0wD2,0.574,0.578,9,-3.188,0,0.0343,0.296,0.0,0.114,0.274,85.186,300197,4,2021-11-20 10:26:23.402031,Filhaal2 Mohabbat,B Praak,https://i.scdn.co/image/ab67616d0000b273279e732c44948f9d56aa5413,
5nsET7aVWXu017lsQjRFCV,0.706,0.527,5,-8.706,0,0.0269,0.139,0.000169,0.112,0.144,103.008,244724,4,2021-11-20 10:26:23.402031,Thoda Thoda Pyaar,Stebin Ben,https://i.scdn.co/image/ab67616d0000b273ab75b015b6f615baeb638d11,https://p.scdn.co/mp3-preview/e63a31a6052da9baa23a5165dd94e206d684a7db?cid=92635a7f55d045ebb6fb8dee4927d449
5O932cZmzOZGOGZz9RHx20,0.534,0.481,0,-9.016,0,0.0412,0.697,0.0,0.142,0.293,124.914,280282,4,2021-11-20 10:26:23.402031,Khairiyat,Pritam,https://i.scdn.co/image/ab67616d0000b273eaa6b4bfb5954ee5a5a8ce9e,https://p.scdn.co/mp3-preview/675f140e389a20b604070b22ea03d1bfefa70200?cid=92635a7f55d045ebb6fb8dee4927d449
2bgTY4UwhfBYhGT4HUYStN,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,4,2021-11-20 10:26:23.402031,Butter,BTS,https://i.scdn.co/image/ab67616d0000b2736bb2b8231817c8d205d07fb2,https://p.scdn.co/mp3-preview/edf24f427483d886b640c5ed9944f9291e0976fc?cid=92635a7f55d045ebb6fb8dee4927d449
6v3KW9xbzN5yKLt9YKDYA2,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,190800,4,2021-11-20 10:26:23.402031,Señorita,Shawn Mendes,https://i.scdn.co/image/ab67616d0000b273c820f033bd82bef4355d1563,
6DFXFqK5PTGqTzTbdj47uV,0.78,0.608,0,-7.62,0,0.061,0.245,4.14e-05,0.0947,0.476,91.975,245093,4,2021-11-20 10:26:23.402031,Leharaayi,Sid Sriram,https://i.scdn.co/image/ab67616d0000b273fa62d9aa0b4e20d3ff05a3cb,https://p.scdn.co/mp3-preview/c77a5e91e3285d8cf7f781af4444323a2ad11703?cid=92635a7f55d045ebb6fb8dee4927d449
1J14CdDAvBTE1AJYUOwl6C,0.453,0.35,9,-11.639,0,0.0425,0.827,0.00122,0.144,0.279,72.017,185147,3,2021-11-20 10:26:23.402031,Arcade,Duncan Laurence,https://i.scdn.co/image/ab67616d0000b27359ce61a220822995a3ccd27f,
5JO2usoem1CW1pLL1kLj9E,0.836,0.51,1,-10.091,0,0.371,0.713,3.35e-05,0.101,0.56,151.499,162772,3,2021-11-20 10:26:23.402031,Manike Mage Hithe,Chamath Sangeeth,https://i.scdn.co/image/ab67616d0000b27328079cbb812199a40c64d37a,https://p.scdn.co/mp3-preview/c64fc04fdecf3da8615b67a11e408414d99ca872?cid=92635a7f55d045ebb6fb8dee4927d449
2J2Z1SkXYghSajLibnQHOa,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,217747,4,2021-11-20 10:26:23.402031,Unstoppable,Sia,https://i.scdn.co/image/ab67616d0000b27349e0134c686547c28b7c999f,https://p.scdn.co/mp3-preview/da964c2f57dc006b61ce672ee5e04214e6d247ce?cid=92635a7f55d045ebb6fb8dee4927d449
4saklk6nie3yiGePpBwUoc,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4,2021-11-20 10:26:23.402031,Dynamite,BTS,https://i.scdn.co/image/ab67616d0000b2733deb4b0115410a85afe31c29,https://p.scdn.co/mp3-preview/a707728846c105f4d8552b8546c30b121bf517f0?cid=92635a7f55d045ebb6fb8dee4927d449
3UhmuWcFaLS3AO3kI9ynQ2,0.796,0.572,8,-7.03,0,0.0545,0.416,2.55e-05,0.0975,0.304,98.967,206061,4,2021-11-20 10:26:23.402031,Insane,AP Dhillon,https://i.scdn.co/image/ab67616d0000b273f26219080879cd317b98ece8,https://p.scdn.co/mp3-preview/a1bc7c72eb72c859207d793283064056ebdfee44?cid=92635a7f55d045ebb6fb8dee4927d449
6IPNp9PfaEqrzotY47TIWy,0.8,0.837,6,-2.807,0,0.0491,0.00406,0.00313,0.0904,0.702,100.015,225600,4,2021-11-20 10:26:23.402031,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,https://i.scdn.co/image/ab67616d0000b27354d075797911e02360beb3e7,
2CoxJRIhTKvHyFIq9FcDO5,0.602,0.298,4,-13.333,1,0.0385,0.31,0.0,0.117,0.316,119.889,203076,4,2021-11-20 10:26:23.402031,It's Only Me - Studio Version,Kaleb J,https://i.scdn.co/image/ab67616d0000b27354a0d60a8c2e2a456a0fc537,https://p.scdn.co/mp3-preview/419fc8277ed14bb9f6d0b8e80cfce02f886cc47b?cid=92635a7f55d045ebb6fb8dee4927d449
3FwQ3RYYEekzjEeL3jdpUZ,0.522,0.357,2,-8.579,1,0.0299,0.432,3.31e-06,0.094,0.14,120.049,261300,4,2021-11-20 10:26:23.402031,Pesan Terakhir,Lyodra,https://i.scdn.co/image/ab67616d0000b273d00e5994b61f1d93dafe9221,
6TBJkXHPhu3EsMk1bshwuI,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,240907,3,2021-11-20 10:26:23.402031,ONLY,LeeHi,https://i.scdn.co/image/ab67616d0000b273d5d11b6ac4242aaa41c8be69,https://p.scdn.co/mp3-preview/4a54d9f484d0f8d4aa4c27fd193bda54817cb836?cid=92635a7f55d045ebb6fb8dee4927d449
2aTKrdenCq5qBOoJPFdn4P,0.558,0.454,6,-5.335,1,0.0551,0.499,0.0,0.146,0.424,113.12,158594,4,2021-11-20 10:26:23.402031,Here's Your Perfect,Jamie Miller,https://i.scdn.co/image/ab67616d0000b2730f77b506b28aa892702cc101,https://p.scdn.co/mp3-preview/569bf345055a8b510a2864ad16574d16a5d744c1?cid=92635a7f55d045ebb6fb8dee4927d449
7rdnB5DAyPbaj51TCQRcqW,0.63,0.456,8,-8.285,1,0.0317,0.545,0.0,0.114,0.166,137.915,251440,3,2021-11-20 10:26:23.402031,It's You,Sezairi,https://i.scdn.co/image/ab67616d0000b273bfce1a810186eb68c3b87d74,https://p.scdn.co/mp3-preview/ca35bcd1a2a6db73f4b22569d73779f803ccd841?cid=92635a7f55d045ebb6fb8dee4927d449
7Df6aulkKFTjt1s84joBQW,0.635,0.388,6,-8.647,1,0.0285,0.861,0.000327,0.111,0.432,126.062,260000,4,2021-11-20 10:26:23.402031,Bahaya,Arsy Widianto,https://i.scdn.co/image/ab67616d0000b2733acc68e876b8c4b1f56b22ee,
3pCt2wRdBDa2kCisIdHWgF,0.668,0.727,7,-6.55,0,0.027,0.514,1.9e-05,0.1,0.939,139.991,344571,4,2021-11-20 10:26:23.402031,To the Bone,Pamungkas,https://i.scdn.co/image/ab67616d0000b2738540f1aa50ce035b4e9cdfa7,https://p.scdn.co/mp3-preview/f631194408680475ab3ec8a91c461cc40d3990a0?cid=92635a7f55d045ebb6fb8dee4927d449
5ajjAnNRh8bxFvaVHzpPjh,0.386,0.426,3,-6.642,1,0.0363,0.807,0.0,0.14,0.261,180.104,203385,3,2021-11-20 10:26:23.402031,Reckless,Madison Beer,https://i.scdn.co/image/ab67616d0000b273fe32f37b07c7894097aafd52,https://p.scdn.co/mp3-preview/993d3a35b7066c15a57dd2a000a9df95ab4e1fbc?cid=92635a7f55d045ebb6fb8dee4927d449
2tGvwE8GcFKwNdAXMnlbfl,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,175933,3,2021-11-20 10:26:23.402031,happier,Olivia Rodrigo,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,
6shEr6AgLBDlfYlax2UzzL,0.626,0.344,7,-7.867,1,0.0318,0.808,0.0,0.0773,0.304,119.895,219896,4,2021-11-20 10:26:23.402031,Melawan Restu,Mahalini,https://i.scdn.co/image/ab67616d0000b273c28d46f5adad9ddc815dd6ad,https://p.scdn.co/mp3-preview/2e7e92f103fe175a488c0dc670ee583fe9eeef64?cid=92635a7f55d045ebb6fb8dee4927d449
2eAvDnpXP5W0cVtiI0PUxV,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,233720,3,2021-11-20 10:26:23.402031,Dandelions,Ruth B.,https://i.scdn.co/image/ab67616d0000b27397e971f3e53475091dc8d707,https://p.scdn.co/mp3-preview/de039809a674d90a5ebe377c054556ecbcf8b9b1?cid=92635a7f55d045ebb6fb8dee4927d449
47isJpIIO8m7BJEhiFhnaf,0.456,0.437,8,-11.156,1,0.0867,0.839,0.0,0.218,0.209,108.678,171743,4,2021-11-20 10:26:23.402031,double take,dhruv,https://i.scdn.co/image/ab67616d0000b273d76de78e6524d044e1410424,https://p.scdn.co/mp3-preview/72802c1553a6ab69f01595f1bec53f7d06618ba0?cid=92635a7f55d045ebb6fb8dee4927d449
4kfjA6WfgKBt7I7YKuDCkU,0.639,0.297,7,-11.18,1,0.0334,0.938,0.0839,0.18,0.292,113.989,211483,3,2021-11-20 10:26:23.402031,Blue Jeans,GANGGA,https://i.scdn.co/image/ab67616d0000b2733d80e6b294dcfe566a394072,https://p.scdn.co/mp3-preview/a2def1608df8460d1f8ac87a3d9b07b8479eeb56?cid=92635a7f55d045ebb6fb8dee4927d449
0BYoWATcndOBcsCfKdTKRx,0.535,0.217,1,-10.603,1,0.0318,0.921,1.56e-05,0.105,0.313,131.981,185653,4,2021-11-20 10:26:23.402031,Akhir Tak Bahagia,Misellia,https://i.scdn.co/image/ab67616d0000b2731d8c87142038d9c62d74c19f,https://p.scdn.co/mp3-preview/2789d41cce0a6321777e0d023c83bb3e2e009449?cid=92635a7f55d045ebb6fb8dee4927d449
5MIpcd16T59wFeqAChSYwC,0.566,0.885,0,-4.664,1,0.0355,0.122,3.75e-06,0.049,0.31,135.015,325147,4,2021-11-20 10:26:23.402031,Duka,Last Child,https://i.scdn.co/image/ab67616d0000b2733e19058e3db31816a65baf39,https://p.scdn.co/mp3-preview/bf6e8b665ec0eda4f8b22d8f5b1a221da1a3cee3?cid=92635a7f55d045ebb6fb8dee4927d449
1ZPVEo8RfmrEz8YAD5n6rW,0.588,0.311,8,-8.143,1,0.025,0.791,0.0,0.352,0.545,86.022,234204,4,2021-11-20 10:26:23.402031,Lantas,Juicy Luicy,https://i.scdn.co/image/ab67616d0000b273b1d3ef29ee15a18842973471,https://p.scdn.co/mp3-preview/2d301046dd838f528dd4b8947f51dbda4b01dad3?cid=92635a7f55d045ebb6fb8dee4927d449
0ClPIeT6MSgfSgQ9ZrJbAq,0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,196607,4,2021-11-20 10:26:23.402031,Cheating on You,Charlie Puth,https://i.scdn.co/image/ab67616d0000b2738de02872d0f01145d616ca6f,https://p.scdn.co/mp3-preview/d5a55ea557c5a06e1bf10abf93d4ec2a16b9f385?cid=92635a7f55d045ebb6fb8dee4927d449
630DpnzdfjdVqv2yLfPbAX,0.47,0.131,6,-13.29,1,0.0362,0.933,0.00245,0.109,0.115,118.836,315961,3,2021-11-20 10:26:23.402031,Bertaut,Nadin Amizah,https://i.scdn.co/image/ab67616d0000b2732af8d850fa9388950b9320e7,https://p.scdn.co/mp3-preview/2f06223d1557cb64d9d0d1cf045d55e771de6a2d?cid=92635a7f55d045ebb6fb8dee4927d449
0SeBJ2sAl8CV58kBfpd5va,0.646,0.281,4,-9.3,1,0.0278,0.573,0.0,0.102,0.162,134.88,198107,4,2021-11-20 10:26:23.402031,Kota,Dere,https://i.scdn.co/image/ab67616d0000b27385d73b77a753ad50b21ca0de,https://p.scdn.co/mp3-preview/0cf718bb6bb3fe05931854a92374ea269c82477d?cid=92635a7f55d045ebb6fb8dee4927d449
6HGcSuP89aoRvqLIAjcT8B,0.589,0.442,11,-6.436,1,0.0266,0.0193,0.0,0.109,0.311,119.98,258050,4,2021-11-20 10:26:23.402031,Now I Know,Kaleb J,https://i.scdn.co/image/ab67616d0000b273b0e4b65f2a08acafa00c0ac7,https://p.scdn.co/mp3-preview/7e0feabd097bebbed889da4aa90ed915b46e9302?cid=92635a7f55d045ebb6fb8dee4927d449
2R8MZR1RCP4cIJITHDPRbY,0.561,0.758,5,-3.87,0,0.0478,0.000831,3.08e-06,0.15,0.178,149.944,215587,4,2021-11-20 10:26:23.402031,Favorite (Vampire),NCT 127,https://i.scdn.co/image/ab67616d0000b27325adc6ae87e26bc7e556af71,
5S8TtEVuFPY9XEjg2hNWHa,0.512,0.705,6,-6.051,0,0.0407,0.363,0.0,0.169,0.517,92.911,227595,4,2021-11-20 10:26:23.402031,Terlukis Indah,Rizky Febian,https://i.scdn.co/image/ab67616d0000b273bec326fb456741e71bfdb979,
2zI9NSx3dncJHCw0QClcx0,0.757,0.708,1,-4.385,0,0.0394,0.428,0.0,0.0635,0.798,122.916,200600,4,2021-11-20 10:26:23.402031,Know Me Too Well (with Danna Paola),New Hope Club,https://i.scdn.co/image/ab67616d0000b273ecfbf740cbb7193699330f3b,
2yynRDKYqTLVTcP7FqoyVE,0.469,0.173,1,-11.396,1,0.0426,0.921,0.0,0.12,0.304,140.323,256868,4,2021-11-20 10:26:23.402031,if u could see me cryin' in my room,Arash Buana,https://i.scdn.co/image/ab67616d0000b2736496f584d8db6037a44185e6,https://p.scdn.co/mp3-preview/2f7e20041669a7322b5ea974746ff3f0cc0b333d?cid=92635a7f55d045ebb6fb8dee4927d449
