track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo_x,duration_ms,time_signature,update_dttm,name,artist,album_img,preview_url,popularity,basic_kmeans_cluster,chroma,chroma_cens,mff,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,Spectral_Rolloff,poly_features,tonnetz,ZCR,onset_strength,pitch,magnitude,tempo
0gplL1WMoJ6iYaPgMCL0gX,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,4,12/4/2021 10:20,Easy On Me,Adele,https://i.scdn.co/image/ab67616d0000b27350dba34377a595e35f81b0e4,https://p.scdn.co/mp3-preview/c5014be1aeb2ab5f129e2789eff3ea87ecd5027f?cid=92635a7f55d045ebb6fb8dee4927d449,100,5,0.28596696,0.215256518,4.5777745,2361.75946,2706.643701,24.71358898,0.008881651,5533.99987,2.471785323,0.02149138,0.086945052,1.3764478,8.89463,0.27014005,143.5546875
5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,4,12/4/2021 10:20,STAY (with Justin Bieber),The Kid LAROI,https://i.scdn.co/image/ab67616d0000b2738e6551a2944764bc8e33a960,https://p.scdn.co/mp3-preview/dd4d8d66b97b6edcb5358135e72620715e1449f9?cid=92635a7f55d045ebb6fb8dee4927d449,92,2,0.37063235,0.248972196,7.376078,2704.788753,2800.904178,21.10127946,0.027750738,6102.838097,3.796993003,-0.027775667,0.107176601,1.5048147,13.420836,0.28461888,172.265625
5Z9KJZvQzH6PFmb8SNkxuk,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353,4,12/4/2021 10:20,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,https://p.scdn.co/mp3-preview/c1cb40d748692992bd5e476fc17ffe16f31016e3?cid=92635a7f55d045ebb6fb8dee4927d449,90,4,0.5010787,0.229876731,3.85115,2936.922088,2847.254998,20.76784877,0.036877837,6384.803059,2.731199914,-0.017314413,0.118823922,1.4881753,22.163973,0.18758991,151.9990809
02MWAaffLxlfxAUY7c5dvx,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4,12/4/2021 10:20,Heat Waves,Glass Animals,https://i.scdn.co/image/ab67616d0000b2739e495fb707973f3390850eea,,92,8,,,,,,,,,,,,,,,
7rglLriMNBPAyuJOMGwi39,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735,4,12/4/2021 10:20,Cold Heart - PNAU Remix,Elton John,https://i.scdn.co/image/ab67616d0000b273523458c391fe8180a19a1069,,87,3,,,,,,,,,,,,,,,
7hU3IHwjX150XLoTVmjD0q,0.831,0.554,1,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026,168228,4,12/4/2021 10:20,MONEY,LISA,https://i.scdn.co/image/ab67616d0000b273330f11fb125bb80b760f9e19,,92,9,,,,,,,,,,,,,,,
75MNhvTCCKsST3YqqUiU9r,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4,12/4/2021 10:20,Shivers,Ed Sheeran,https://i.scdn.co/image/ab67616d0000b2730ec1f3493edc0c888ff2d57c,https://p.scdn.co/mp3-preview/bb9f413d6876e265d09a5d2d93345c64f8ac4de8?cid=92635a7f55d045ebb6fb8dee4927d449,90,3,0.36763301,0.254582658,4.0924945,3656.404596,2992.141099,20.75926974,0.07292712,7375.497068,4.140634712,0.005475891,0.201749725,1.5566232,38.060577,0.5503079,143.5546875
6PQ88X9TkUIAUIZJHW2upE,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,231041,4,12/4/2021 10:20,Bad Habits,Ed Sheeran,https://i.scdn.co/image/ab67616d0000b2734e03a288fd79707055759f9c,,91,4,0.398718,0.254339029,8.43274,2114.858275,2618.297534,21.44389695,0.015265684,5063.077718,3.635839688,0.008432722,0.0643885,1.640611,7.8829374,0.2863581,123.046875
46HNZY1i7O6jwTA7Slo2PI,0.573,0.711,1,-6.268,0,0.0406,0.0114,0.0,0.328,0.47,105.006,226198,4,12/4/2021 10:20,My Universe,Coldplay,https://i.scdn.co/image/ab67616d0000b273ec10f247b100da1ce0d80b6d,https://p.scdn.co/mp3-preview/5da74c03a1f17ed58315050022c1452fb431a2ad?cid=92635a7f55d045ebb6fb8dee4927d449,86,0,0.41455984,0.262032062,9.848547,2563.304399,2681.403693,20.36192182,0.026234178,5718.948752,4.649403217,-0.009302041,0.106402985,1.1570448,19.242746,0.45513046,103.359375
2B4GHvToeLTOBB4QLzW3Ni,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120,4,12/4/2021 10:20,Pepas,Farruko,https://i.scdn.co/image/ab67616d0000b273f1bd89fe6542ac73b8555f73,https://p.scdn.co/mp3-preview/890f6034cf93d666d0f89d5724430c6ddd276eb2?cid=92635a7f55d045ebb6fb8dee4927d449,85,8,0.327843,0.263610776,4.6036396,2568.727683,2657.369608,20.4021355,0.027949354,5744.123599,3.40809647,0.036640593,0.109534485,1.4624873,23.219154,0.43008718,129.1992188
2gpWyfu7eZ01zzncHpxOtA,0.542,0.659,8,-7.289,1,0.0389,0.00279,0.0,0.105,0.109,120.122,234000,4,12/4/2021 10:20,Moth To A Flame (with The Weeknd),Swedish House Mafia,https://i.scdn.co/image/ab67616d0000b2732751f15ff6c8174e540b6fb4,,93,8,,,,,,,,,,,,,,,
6Uj1ctrBOjOas8xZXGqKk4,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627,4,12/4/2021 10:20,Woman,Doja Cat,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,https://p.scdn.co/mp3-preview/5f583b2ce5aff7762b6611a85907d55349a62db1?cid=92635a7f55d045ebb6fb8dee4927d449,95,4,0.41328987,0.278853394,4.1942325,2373.49509,2606.937009,19.89588092,0.024418214,5194.826921,3.574860723,0.011589477,0.088993793,2.1165042,16.63913,0.32748726,107.6660156
2Xr1dTzJee307rmrkt8c0g,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,145800,4,12/4/2021 10:20,love nwantiti (ah ah ah),CKay,https://i.scdn.co/image/ab67616d0000b273405fdad252857e01dbced96a,https://p.scdn.co/mp3-preview/a04d7225d1bce725dc9ee38e8fed32b56368d562?cid=92635a7f55d045ebb6fb8dee4927d449,95,8,0.34621936,0.25902914,2.83783,2376.588602,2755.100112,21.41084525,0.021176947,5721.140405,3.49139374,-0.002762592,0.0791677,1.7076746,12.559376,0.4159629,184.5703125
4gvrJnKCKIPiacNsWVQwEU,0.579,0.596,8,-4.823,1,0.0561,0.436,0.0938,0.0549,0.443,119.9,188369,3,12/4/2021 10:20,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,https://i.scdn.co/image/ab67616d0000b27339bb326b58346f99b8692745,https://p.scdn.co/mp3-preview/fbbecf458216fefa0e48c4b498fee4f5875ba2fa?cid=92635a7f55d045ebb6fb8dee4927d449,94,8,0.391757,0.238518566,4.847871,1510.37687,1964.435425,21.60906323,0.010296955,3041.423276,3.313018576,-0.000669592,0.052890837,1.625922,10.201238,0.38455436,117.4538352
0e8nrvls4Qqv5Rfa2UhqmO,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,143901,4,12/4/2021 10:20,THATS WHAT I WANT,Lil Nas X,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,https://p.scdn.co/mp3-preview/75aa4d781c96fe990214d04f4e61efb702bf635c?cid=92635a7f55d045ebb6fb8dee4927d449,94,4,0.43216753,0.263081234,6.2176185,2450.199921,2526.714611,21.15117722,0.023908861,5284.426379,3.507524135,-0.015812713,0.10385198,1.6443224,17.468414,0.2759872,117.4538352
4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147,4,12/4/2021 10:20,good 4 u,Olivia Rodrigo,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,,95,2,,,,,,,,,,,,,,,
3Vi5XqYrmQgOYBajMWSvCi,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,210560,4,12/4/2021 10:20,Need to Know,Doja Cat,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,https://p.scdn.co/mp3-preview/ed198c528573d97b1ef0c730af1da4f875fc04a4?cid=92635a7f55d045ebb6fb8dee4927d449,93,3,0.3752315,0.228471242,0.62494594,3241.67522,3048.11579,21.15898413,0.030435568,7022.099205,2.595158223,-0.05175938,0.124629254,1.6293318,13.900156,0.19383483,129.1992188
3Wrjm47oTz2sjIgck11l5e,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,4,12/4/2021 10:20,Beggin',Måneskin,https://i.scdn.co/image/ab67616d0000b273fa0ab3a28b5c52d8a5f97045,https://p.scdn.co/mp3-preview/c956a56a9a3103ad75e95ce2cbb03a0bdd26332b?cid=92635a7f55d045ebb6fb8dee4927d449,94,4,0.39673042,0.265943001,5.4015746,2359.739126,2472.571724,20.3554775,0.019420065,4955.261703,4.002398922,-0.022011055,0.096438948,1.5934209,22.998758,0.4071668,135.9991776
0eu4C55hL6x29mmeAjytzC,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,161803,4,12/4/2021 10:20,Life Goes On,Oliver Tree,https://i.scdn.co/image/ab67616d0000b2731c5a484110522f2b9c7038cc,https://p.scdn.co/mp3-preview/8263e9905c7744096b876feb779190c14eee550c?cid=92635a7f55d045ebb6fb8dee4927d449,93,3,0.34279957,0.237678049,4.5993752,2274.294305,2302.722515,21.90532884,0.01913122,4466.74799,3.209605405,0.072413735,0.103628625,1.6945597,25.055256,0.33453137,161.4990234
1SC5rEoYDGUK4NfG82494W,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,4,12/4/2021 10:20,MONTERO (Call Me By Your Name),Lil Nas X,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,https://p.scdn.co/mp3-preview/a6e05149543aaa36a3a87ca26665fbd9043f85fd?cid=92635a7f55d045ebb6fb8dee4927d449,90,2,0.40802902,0.225039416,4.3681116,2806.57243,2865.981347,21.00904826,0.029178407,6270.703749,3.026854735,0.042846684,0.113972478,1.5510615,18.885462,0.3068691,117.4538352
3DarAbFujv6eYNliUTyqtz,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667,4,12/4/2021 10:20,Kiss Me More (feat. SZA),Doja Cat,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,https://p.scdn.co/mp3-preview/43a9157b0d8e28bfbade57804a06344894336755?cid=92635a7f55d045ebb6fb8dee4927d449,87,8,0.38682705,0.264891682,5.76072,2776.612944,2917.270142,21.16981559,0.025321003,6239.187272,3.489590624,0.004609737,0.104450238,1.9758248,12.184248,0.31031582,112.3471467
4gzsuuZypVbxs0Af1LSZyB,0.639,0.703,4,-6.33,0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,207301,4,12/4/2021 10:20,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,https://i.scdn.co/image/ab67616d0000b273d2dcc68851d00413147d9af6,https://p.scdn.co/mp3-preview/1dcdeca78007b79c6cf5ffe3785f302e11b487e4?cid=92635a7f55d045ebb6fb8dee4927d449,93,2,0.4149419,0.267513414,6.1534142,2177.685754,2571.16155,22.50633259,0.011981798,5277.176423,3.35562437,0.000130387,0.076203243,1.8518516,9.4010725,0.26575845,172.265625
4RVwu0g32PAqgUiJoXsdF8,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,298899,3,12/4/2021 10:20,Happier Than Ever,Billie Eilish,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,,93,5,,,,,,,,,,,,,,,
07MDkzWARZaLEdKxo6yArG,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680,4,12/4/2021 10:20,Meet Me At Our Spot,THE ANXIETY,https://i.scdn.co/image/ab67616d0000b273024ea7e883a713a3ad552a71,,92,3,,,,,,,,,,,,,,,
5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,4,12/4/2021 10:20,traitor,Olivia Rodrigo,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,,92,5,,,,,,,,,,,,,,,
2JPLbjOn0wPCngEot2STUS,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,206710,4,12/4/2021 10:20,Yonaguni,Bad Bunny,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9,https://p.scdn.co/mp3-preview/b856944d671f2d8f997c18684e45bd5f19a0d2db?cid=92635a7f55d045ebb6fb8dee4927d449,93,2,0.45735386,0.271075905,5.285554,2279.401229,2562.553762,22.44145618,0.013058668,5147.960538,3.291963589,-0.020083134,0.083254221,1.92874,16.143568,0.24494752,123.046875
0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4,12/4/2021 10:20,Blinding Lights,The Weeknd,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,,92,2,,,,,,,,,,,,,,,
5nujrmhLynf4yMoMtj8AQF,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4,12/4/2021 10:20,Levitating (feat. DaBaby),Dua Lipa,https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be,https://p.scdn.co/mp3-preview/a690735072e85bebf1140d542365751629ae3d74?cid=92635a7f55d045ebb6fb8dee4927d449,87,4,0.46364653,0.271711188,7.471249,2909.446543,2792.40419,19.70088087,0.042733107,6292.43695,4.635401048,-0.006503399,0.130558545,1.3744099,30.148142,0.47862154,103.359375
3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,148197,4,12/4/2021 10:20,Where Are You Now,Lost Frequencies,https://i.scdn.co/image/ab67616d0000b2738d7a7f1855b04104ba59c18b,https://p.scdn.co/mp3-preview/0825558fecb2dd0c63a761fa24e9d25a6192b855?cid=92635a7f55d045ebb6fb8dee4927d449,92,0,0.43835244,0.248180236,7.355119,1651.639325,2210.148567,21.25937562,0.007047138,3700.03596,2.863308182,0.006266405,0.045735173,1.8082305,5.6812763,0.20283034,123.046875
0k1WUmIRnG3xU6fvvDVfRG,0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,257605,4,12/4/2021 10:20,Way 2 Sexy (with Future & Young Thug),Drake,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,,91,4,,,,,,,,,,,,,,,
6I3mqTwhRpn34SLVafSH7G,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190,4,12/4/2021 10:20,Ghost,Justin Bieber,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,,89,2,,,,,,,,,,,,,,,
5RwV8BvLfX5injfqYodke9,0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,0.336,127.962,199604,4,12/4/2021 10:20,Todo De Ti,Rauw Alejandro,https://i.scdn.co/image/ab67616d0000b273c1449d5655128274517f3733,https://p.scdn.co/mp3-preview/e981d51559cbc930957264a6139619b63d6c5198?cid=92635a7f55d045ebb6fb8dee4927d449,84,0,0.42231554,0.270796697,6.663739,2273.314356,2518.340415,21.9239771,0.015019849,4971.211606,3.839377935,-0.02333678,0.082760648,1.7154008,15.230236,0.34263286,129.1992188
2vmfvSoZBFAt9hhRoEByLi,0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,230125,4,12/4/2021 10:20,Volví,Aventura,https://i.scdn.co/image/ab67616d0000b27312bcec4f18ee130369ce170c,https://p.scdn.co/mp3-preview/9ecddd098329e3d9a27c1d9bf668a7060d3eb476?cid=92635a7f55d045ebb6fb8dee4927d449,92,2,0.38065895,0.251750143,4.6429744,2314.63919,2451.431095,21.51727997,0.023538629,4933.803499,3.399526086,-0.03349983,0.094497539,2.0416305,20.800585,0.3253291,117.4538352
4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4,12/4/2021 10:20,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,,91,3,,,,,,,,,,,,,,,
6f5ExP43esnvdKPddwKXJH,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,160657,4,12/4/2021 10:20,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,https://i.scdn.co/image/ab67616d0000b2736b742298f7f36717855c4caf,,91,0,,,,,,,,,,,,,,,
6M3PsepEj5gyJoIi7Xvr7u,0.747,0.739,8,-6.008,1,0.0487,0.0106,2.22e-05,0.101,0.523,120.996,220196,4,12/4/2021 10:20,Take My Breath,The Weeknd,https://i.scdn.co/image/ab67616d0000b273e6c40bd47002f3faffb31ebe,,81,8,,,,,,,,,,,,,,,
0bI7K9Becu2dtXK1Q3cZNB,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,140500,4,12/4/2021 10:20,Don't Be Shy,Tiësto,https://i.scdn.co/image/ab67616d0000b273c9bdd95ff143d01664054fc9,https://p.scdn.co/mp3-preview/54889f56ba255f24b2d7ecbca72fee9bff699332?cid=92635a7f55d045ebb6fb8dee4927d449,90,4,0.38586944,0.244911277,3.4036655,2645.353454,2757.072011,21.49961538,0.029207332,5807.298217,3.392552258,-0.010503465,0.101851236,1.6577598,18.438435,0.3503386,117.4538352
2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4,12/4/2021 10:20,Sweater Weather,The Neighbourhood,https://i.scdn.co/image/ab67616d0000b27378f71c0d2fe34592a3c18f80,https://p.scdn.co/mp3-preview/b189d26b94a514fa75e47775b4ce05421c67580f?cid=92635a7f55d045ebb6fb8dee4927d449,90,8,0.39490098,0.240315279,8.634969,1790.928513,1875.712161,20.05594408,0.011873452,3593.469937,5.45230668,0.046525077,0.093348264,1.290451,35.778324,0.70267713,123.046875
2BcMwX1MPV6ZHP4tUT9uq6,0.849,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887,242966,4,12/4/2021 10:20,Knife Talk (with 21 Savage ft. Project Pat),Drake,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,,90,9,,,,,,,,,,,,,,,
2BEcap3xJtmiPaHKyfQi4e,0.734,0.846,9,-3.425,0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,209884,4,12/4/2021 10:20,Nostálgico,Rvssian,https://i.scdn.co/image/ab67616d0000b273006cb8a368b174bbef547df1,https://p.scdn.co/mp3-preview/b3b4e5eb1f4afbe36c5b3215d4bb2d3126509842?cid=92635a7f55d045ebb6fb8dee4927d449,91,4,0.35948354,0.25290495,3.517468,2398.360399,2606.89958,21.03746809,0.020030895,5380.725797,4.133088089,0.058676448,0.099829706,1.6172669,21.041119,0.5045176,129.1992188
4SqWKzw0CbA05TGszDgMlc,0.575,0.648,10,-4.891,1,0.0358,0.583,0.0,0.115,0.466,75.977,160240,4,12/4/2021 10:20,I Love You So,The Walters,https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f,https://p.scdn.co/mp3-preview/71e46124927f40489d15d9208b449262da6c1fa5?cid=92635a7f55d045ebb6fb8dee4927d449,89,8,0.3283572,0.242157777,2.5715,2089.151793,2338.012199,21.72834514,0.014891312,4564.247401,3.837590111,0.00488132,0.090315025,1.1205418,23.320219,0.5480582,151.9990809
6Dy1jexKYriXAVG6evyUTJ,0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,162604,4,12/4/2021 10:20,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,https://i.scdn.co/image/ab67616d0000b2730abb7463b44d1be6243642f4,https://p.scdn.co/mp3-preview/8faed85715dbe34fa086885c5524204b36dbdf23?cid=92635a7f55d045ebb6fb8dee4927d449,89,8,0.4431111,0.263725102,5.341468,2991.507366,2844.547094,19.70436738,0.051229313,6409.419576,3.540607549,-0.010765414,0.127821223,1.7898935,31.091965,0.3199776,123.046875
5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013,4,12/4/2021 10:20,drivers license,Olivia Rodrigo,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,,91,5,,,,,,,,,,,,,,,
40iJIUlhi6renaREYGeIDS,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,291175,4,12/4/2021 10:20,Fair Trade (with Travis Scott),Drake,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,,89,9,,,,,,,,,,,,,,,
4knc1Fp3kbuq8bH2byOvLu,0.748,0.779,0,-6.659,1,0.0342,0.00884,3.96e-05,0.113,0.928,128.91,214933,4,12/4/2021 10:20,Índigo,Camilo,https://i.scdn.co/image/ab67616d0000b273c3b52af16a3f5718b7d2c59b,https://p.scdn.co/mp3-preview/dea04d58665e7431e373799e9159ac436b65b6d6?cid=92635a7f55d045ebb6fb8dee4927d449,88,3,0.43938857,0.270554764,5.7102413,2482.581861,2712.335834,21.03117017,0.018101469,5711.007133,3.223208338,0.039675789,0.0908445,1.495267,11.935234,0.2996318,129.1992188
37BZB0z9T8Xu7U3e65qxFy,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4,12/4/2021 10:20,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,https://i.scdn.co/image/ab67616d0000b273c6af5ffa661a365b77df6ef6,,91,3,,,,,,,,,,,,,,,
1q0PYXTbDsirp2l74ng6pn,0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,130667,4,12/4/2021 10:20,In Da Getto,J Balvin,https://i.scdn.co/image/ab67616d0000b273922a7339d969b5f0262580f5,,77,8,,,,,,,,,,,,,,,
6O5TrlFWTYvznd9fMC0VvU,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,290900,4,12/4/2021 10:20,When We Were Young,Adele,https://i.scdn.co/image/ab67616d0000b273f1ea3305aa003425dda05882,https://p.scdn.co/mp3-preview/cdae0d3cbad11c0984b37ce4ceac142a996ba5bf?cid=92635a7f55d045ebb6fb8dee4927d449,85,2,0.33066633,0.250082254,5.7469244,2060.715731,2327.442255,22.80986546,0.008479229,4574.29734,3.075859881,0.002128104,0.097241287,1.3870993,15.763007,0.35294354,143.5546875
6IAZHEBUIGJ6NJKxxOBIEr,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,228093,4,12/4/2021 10:20,Rolling in the Deep,Adele,https://i.scdn.co/image/ab67616d0000b273cfdf2fb7598a18397869e96f,https://p.scdn.co/mp3-preview/cdbe20caa60a0fbdbb3d16f79eac4b4e4ba07268?cid=92635a7f55d045ebb6fb8dee4927d449,48,8,0.34347698,0.25576756,7.0472584,2349.180285,2614.788438,21.15033067,0.017529994,5348.600991,3.752863107,0.018615081,0.092161574,1.4189848,14.706006,0.37070736,103.359375
5lkpeJwmQKgY3bX2zChjxX,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,285240,4,12/4/2021 10:20,Someone Like You,Adele,https://i.scdn.co/image/ab67616d0000b273cfdf2fb7598a18397869e96f,https://p.scdn.co/mp3-preview/ea92c058cb3df0cc9c4614b9de6c4b94c9d17f56?cid=92635a7f55d045ebb6fb8dee4927d449,48,5,0.21803997,0.193319696,-2.4261992,2194.459666,2224.078916,26.56514995,0.006939258,4199.824604,2.015043925,-0.027074989,0.110545061,1.4046248,15.111284,0.2983626,135.9991776
6P096SaOzrgGxs8NWOfX7M,0.669,0.628,2,-4.177,1,0.0526,0.294,1.83e-05,0.124,0.784,83.803,177857,4,12/4/2021 10:20,Salimo de Noche,Tiago PZK,https://i.scdn.co/image/ab67616d0000b27355b019d222e7430828ea7e9b,https://p.scdn.co/mp3-preview/1205c57212ac5387aaf2c41517d6a1df6d2a18e2?cid=92635a7f55d045ebb6fb8dee4927d449,88,3,0.42067447,0.261692128,3.024513,2318.943703,2487.446204,21.2106033,0.027712332,4974.686585,3.158465284,-0.034588801,0.089541409,2.1493752,19.420177,0.2939799,172.265625
23R68uWGdp07SwQdK8mWzI,0.845,0.612,11,-3.805,0,0.0426,0.125,0.0,0.0671,0.771,127.958,207187,4,12/4/2021 10:20,Antes de Ti,Rusherking,https://i.scdn.co/image/ab67616d0000b273f9d7a383608d794f373be3f6,https://p.scdn.co/mp3-preview/49e2bf04f7d65a6831b6b4a551636d99d62c9951?cid=92635a7f55d045ebb6fb8dee4927d449,82,4,0.31096002,0.2335031,4.1839824,2626.601323,2840.249147,23.26387593,0.014867372,6302.403557,3.062046995,0.01559772,0.099835753,1.8430824,10.056142,0.33405876,129.1992188
4xv2A022v5A8nyewDkYOkQ,0.793,0.352,8,-7.675,1,0.0955,0.302,0.0,0.175,0.666,80.014,213000,4,12/4/2021 10:20,Rápido Lento,Emilia,https://i.scdn.co/image/ab67616d0000b27329a093c6af6b2905afa604fb,https://p.scdn.co/mp3-preview/999836401994a46ec3e0ceaa15321dd3b4fa6058?cid=92635a7f55d045ebb6fb8dee4927d449,80,8,0.29589328,0.236803384,-5.3888516,2679.937886,2893.606776,22.99794021,0.015419439,6126.787952,1.87800801,-0.017586854,0.105791121,2.019309,12.872781,0.21551494,161.4990234
2Qv0DF1us4LhzLj0Cx9cSn,0.799,0.6,7,-7.474,1,0.332,0.39,0.0,0.0474,0.683,170.22,210353,4,12/4/2021 10:20,Turraka - Remix,Kaleb Di Masi,https://i.scdn.co/image/ab67616d0000b2737cd1314230d0bbe6cc874467,https://p.scdn.co/mp3-preview/b0b27bf7cdaae5267b7733e84263c3c08018359d?cid=92635a7f55d045ebb6fb8dee4927d449,80,9,0.46391827,0.268069354,-0.7738257,2100.619005,2376.246876,20.65666931,0.016173132,4380.048514,2.49686913,0.006798345,0.074895995,2.2697217,20.250639,0.20910788,86.1328125
6GsD646HrIDJJpzoY9T1Rt,0.818,0.648,2,-3.847,0,0.131,0.0166,1.01e-05,0.177,0.713,92.019,196727,4,12/4/2021 10:20,Unfollow,Duki,https://i.scdn.co/image/ab67616d0000b27382217d1756f3ba3f5720756b,https://p.scdn.co/mp3-preview/5cc495fef9668c3b02278f5c266a50dc8b363d83?cid=92635a7f55d045ebb6fb8dee4927d449,83,4,0.44555828,0.262095812,4.9787745,2665.719788,2858.5298,20.54898374,0.03394597,6178.295974,3.296664615,0.001576994,0.093506615,2.1125247,18.57216,0.2876607,92.28515625
