,track_id,chroma,chroma_cens,mff,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,Spectral_Rolloff,poly_features,tonnetz,ZCR,onset_strength,pitch,magnitude,tempo
1096,6Xe4ZTF2mKa6GSwdS5bsPG,0.35541898,0.2385340786162736,5.530496,2109.331702550747,2499.326696875294,20.96471924730401,0.01157811,4986.336514971943,3.825843856212624,-0.034874993948658,0.0742777065595975,1.3781252,7.7185645,0.4056277,92.28515625
1097,19CoWVqDyUbiqxoyMf4HkJ,0.39739957,0.2467153986784123,4.1319237,1850.027889041668,2208.8373753522856,22.294697220669725,0.00682107,4278.565794764658,3.297693189677824,0.0996398564910893,0.0662403401944659,1.209109,9.711674,0.33193377,161.49902344
1098,21a1k8q3DJtsF8GorRfcL8,0.34020042,0.2157479663336064,5.422259,1504.8990766411894,2030.2789883902944,23.07791602896906,0.00635977,3145.8309775904604,2.424598020312432,-0.0749513989193867,0.0442930050309597,1.6838499,5.8097486,0.22354628,86.1328125
1099,3P0WmQXWzV3yqFyfgVolrT,0.47641483,0.2640999688547086,1.13535,2505.4883842254167,2515.313047739917,19.97438539262081,0.029822394,5262.943175702641,2.2351194228574487,-0.0087024987182528,0.1039441938370743,2.3710122,30.942327,0.21300954,143.5546875
1100,2MvIexkUblP1QdpBzKot3N,0.3779703,0.2604495389952062,-0.6365871,2680.7898956302124,2633.909771275965,21.19718238479312,0.028375,5743.015272772349,3.3777424478469804,-0.0036167111049461,0.1200404683871904,1.8948872,23.750053,0.3629249,129.19921875
1101,1jWXlhsOpwVGXtYUcI96tV,0.4300093,0.2599058797708377,8.024563,2048.4629176182043,2499.319940242108,21.46391558978807,0.010479491,4857.712292745017,3.524133778255772,-0.0243339091462482,0.0600053060903637,1.7929608,4.913784,0.25407633,129.19921875
1102,6wbDn8NI3ygkOeDJiS0ASi,0.3272602,0.2758321372579275,2.687895,2173.145935374885,2451.2861682227326,21.98205686129796,0.016142467,4725.854756736165,3.219924887566513,-0.0212884878874789,0.0815679119098297,1.7634157,13.3844385,0.36274454,117.45383523
1103,7HgEjJCh0hQ0GO7PjQvEF3,0.49615043,0.2272143160701621,6.389629,2538.294521513542,2754.7476243967817,20.92463736611523,0.024592128,5570.649648377032,2.605740462276205,0.0068689071120865,0.0743952417521284,1.9953375,11.748157,0.17766258,151.99908088
1104,72t3CRd8YEFrlc3x0OVaob,0.40264282,0.2722343006773606,6.3581743,2242.254508354695,2563.3425687754607,20.15916332671133,0.015742896,5086.452576250484,3.737542486041421,-0.0224946733606771,0.0831423543924148,1.8466194,12.864576,0.35518494,103.359375
1105,18yBnbSt7VvEVV3Hkm9xwV,0.40968966,0.2745388226130493,5.216428,2778.990852714683,2808.0312712660293,20.684116941333517,0.030206917,6189.087575434162,2.873316029384477,-0.0197755471286195,0.1155276460913312,1.6128856,17.604813,0.27094162,123.046875
1106,2zmf8pmH6AJ9Nksn0xuLTX,0.4016728,0.2588458103603778,4.8906193,1807.485921598963,2128.309506250931,21.031530487711265,0.010429819,3887.701491600958,2.3248881786559963,0.031293533659234,0.0655744334123452,1.4399279,11.44395,0.20753184,92.28515625
1107,1vLkBVAy8ZWrqcQjYTPP3a,0.3836248,0.2617214164015907,2.3827398,2024.8121109339145,2202.1244770524663,22.122114460998837,0.010401482,4262.782556870405,2.023871167019782,0.0186991733394923,0.0961154429905185,1.6439855,20.846197,0.1938572,86.1328125
1108,10n66m41IGjA2ZulKPK7Ew,0.3994881,0.2690990907220919,1.7322978,2587.483093801565,2524.515958552281,21.14161984599989,0.035995062,5395.759039249952,1.748158832590227,0.0093511952474657,0.126983737059791,1.253753,35.29253,0.22687267,172.265625
1109,3HEfzQob3O16TIDMPC8PTx,0.4368524,0.2562215031268586,7.408909,2322.474770025265,2723.6366575734373,21.648921748287243,0.014254009,5340.076042624081,3.0651352831935834,0.0215546781361145,0.0716443135642414,1.9554617,5.284462,0.2183945,99.38401442
1110,7iPURFHXYLPT7vb5p3wLiz,0.46124476,0.2341306792998809,6.2384105,2590.933680135768,2660.6150205443114,20.960723983132585,0.026224066,5781.631705930728,3.4665228353158994,0.006561986835769,0.085998724119582,1.8483002,14.156738,0.24340807,107.66601562
1111,3b8UW227uLkRDvd0w9e1Sw,0.3638327,0.2564813700213246,3.0298493,2168.291701960893,2486.772756787627,21.540541935927976,0.016257115,4705.9632103509575,2.6374086868616016,0.0324197026473543,0.085819964807469,1.3606743,12.180206,0.3117761,83.35433468
1112,1ji6PoTBfVXqycvsXdgZgp,0.3630956,0.2330565395574698,1.643792,2692.3130066521185,2591.913981857229,22.103172327730643,0.031191168,5594.741169365567,2.469318035511973,0.0543227108089163,0.1246802740421826,1.7218238,24.879522,0.29584935,143.5546875
1113,2coKk2gtpeK86rFNEtYjzP,0.3741739,0.2530047050884586,3.8752344,2179.035154957676,2462.515292292004,22.779053275016697,0.021554764,4732.388050563564,2.8478745603066664,-0.0323237327307268,0.0772300696594427,2.0529883,13.4359665,0.24173507,92.28515625
1114,4a1WLOoydq7u011UG9jjC9,0.44205076,0.2743166798472121,6.3509173,1746.8048948133992,2335.902512963327,20.77154916506782,0.008886435,3654.602901116244,3.504335803646116,0.0069918494708426,0.0541636936435758,2.135304,8.07731,0.2712621,112.34714674
1115,5pbFyTdwtJVmZB5LXmccX4,0.3760195,0.2716209389434214,7.809371,2475.5749297218617,2616.5537952900377,19.650237241481012,0.023646489,5515.441648878918,3.6759336168003856,0.0116144501525322,0.1003523788215944,1.0385264,20.157131,0.36993867,143.5546875
1116,7dxlHPdMeGZQDX70TK0jB5,0.4157213,0.2705487010007185,8.660653,2337.473029660955,2631.925147444092,19.87409748032309,0.022386113,5246.543274870598,4.112236426558461,-0.0110659149158037,0.0871272131385448,1.716078,14.119288,0.34940732,95.703125
1117,3Obq1XTegJy7ISrAA9VjQk,0.38574648,0.2603332677584602,3.204475,2150.2742864773363,2483.569897880462,20.991522908904912,0.018671552,4924.411889421682,3.298191516237679,0.0070208497746327,0.0777463174825851,1.7467166,18.416035,0.3768389,135.99917763
1118,1U162pMcwl6Ssq5kk1Sso3,0.34028268,0.2445839860497284,-2.4069457,2283.7368489776063,2396.446646835705,22.3463171157353,0.015118879,4975.919911293054,2.3589556775066267,0.0128298310265107,0.0785649066369969,1.8903499,11.437715,0.18270198,129.19921875
1119,5jtqm1ZWbtyaUfhX9zc0ls,0.38720706,0.2458800818199294,6.056762,1667.8232518663815,2131.231902791127,24.122780920127997,0.005646716,3482.7289404145704,2.969907342316577,0.0109311554257421,0.0561466748500387,1.5814111,8.646337,0.29598975,129.19921875
1120,1gLCVATJt0IT6aRuqZvrKt,0.33465388,0.2676856210234164,0.5862329,2442.878028296592,2595.701485444068,22.14844397457576,0.019541623,5330.734432444853,2.409234504291132,0.0489239498513341,0.1019536540973297,1.3932914,19.508547,0.296533,117.45383523
1121,5jvhTc0g18kwYQNUJM5C4e,0.37350085,0.2282485158899348,6.1322265,1928.162389771212,2330.3811978773588,21.168041978523178,0.010866188,4241.149354350087,3.3806188598453955,-0.0301076485357366,0.0667218187645123,1.7060728,12.401592,0.31159282,107.66601562
1122,2VnefbnGEWUiCLXHKOtE6x,0.3461969,0.2072493861720361,6.338583,2599.963922531268,2756.4575601414767,20.954736728569078,0.027592123,5884.514417146382,3.3569912899913392,0.0393752258795854,0.1085159726925309,1.3141483,13.261709,0.3658771,83.35433468
1123,0GwSSml9L21vNI7VGLz1ae,0.39446607,0.2514376509109937,6.624167,2276.003264345018,2674.8709792520976,20.6134944919134,0.014164607,5356.525943153783,3.313920703626472,0.0615400958467148,0.0812364702254257,1.686517,10.5722475,0.30885315,117.45383523
1124,67ZwIUIM4se0mV5OT5ugsB,0.36425915,0.2559036690503717,4.09062,1867.6115348733024,2240.8974689130764,21.77168129989447,0.01075264,4142.299952078899,2.206798908794193,0.0577552196122203,0.069645837364551,1.4425894,11.577191,0.21884243,172.265625
1125,1CHaheVKXgbu4kkAJov2m8,0.41380006,0.2738487325200667,4.5391636,2569.613881325709,2793.9577926114875,20.541532603191985,0.022945669,5656.882460272349,2.546287120004719,-0.0049237741768243,0.0988478527718653,1.9148256,12.179994,0.17935893,103.359375
1126,1pDtgy08kaciI0c9z52Udt,0.3873139,0.2678550516103513,5.033943,2649.9257020485948,2525.711531327276,20.065567652899265,0.03379192,5323.217811230166,3.266985757035166,0.0371315884520777,0.1486457375919117,1.4843684,40.090805,0.40096116,103.359375
1127,6w55Qrt9626sXuYs01trjl,0.4681323,0.230337770654265,3.3515995,2740.968277633592,2779.692500850328,20.43132660007329,0.03140581,6027.830217202012,2.705762185079203,0.0466190431163386,0.1077487815644349,1.8944134,16.153332,0.17684948,143.5546875
1128,5GKPjeEbJOiV28JLtCe5hN,0.4696477,0.2595764868955671,1.2767758,3024.760521576124,2841.6276495643788,20.267827208463263,0.04407189,6557.702013139754,2.56800133470372,0.0091726300214039,0.1358215520994582,1.9721509,30.393337,0.20092458,117.45383523
1129,4MKL1sm8VqknemVs2yjs4M,0.37253132,0.265706084477557,1.8861072,1928.3546325839848,2322.145623314298,21.458212420811734,0.010029492,4287.090743215461,2.171783442484687,0.0554700986030305,0.0762788282459365,1.2846713,16.477798,0.26909935,92.28515625
