country,market,capture_dttm,track_artist,track_name,track_id,track_popularity,track_number,track_preview_url,track_duration,track_added_date
global,GO,2021-11-22 08:00:03.629795,Adele,Easy On Me,46IZ0fSY2mpAiktS3KOqds,80,1,https://p.scdn.co/mp3-preview/c5014be1aeb2ab5f129e2789eff3ea87ecd5027f?cid=92635a7f55d045ebb6fb8dee4927d449,224694,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,The Kid LAROI,STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,91,2,https://p.scdn.co/mp3-preview/dd4d8d66b97b6edcb5358135e72620715e1449f9?cid=92635a7f55d045ebb6fb8dee4927d449,141805,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Adele,Oh My God,3Kkjo3cT83cw09VJyrLNwX,83,3,https://p.scdn.co/mp3-preview/c37959aa69d5ff67815e8748451b32b6c81d84a8?cid=92635a7f55d045ebb6fb8dee4927d449,225148,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,90,4,https://p.scdn.co/mp3-preview/c1cb40d748692992bd5e476fc17ffe16f31016e3?cid=92635a7f55d045ebb6fb8dee4927d449,212352,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,92,5,,613026,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Elton John,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39,85,6,,202735,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Glass Animals,Heat Waves,02MWAaffLxlfxAUY7c5dvx,91,7,,238805,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Ed Sheeran,Shivers,50nfwKoDiSYg8zOCREWAm5,92,8,https://p.scdn.co/mp3-preview/bb9f413d6876e265d09a5d2d93345c64f8ac4de8?cid=92635a7f55d045ebb6fb8dee4927d449,207853,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Farruko,Pepas,2B4GHvToeLTOBB4QLzW3Ni,84,9,https://p.scdn.co/mp3-preview/890f6034cf93d666d0f89d5724430c6ddd276eb2?cid=92635a7f55d045ebb6fb8dee4927d449,287120,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Adele,Can I Get It,6w8ZPYdnGajyfPddTWdthN,81,10,https://p.scdn.co/mp3-preview/fcbda57102f62fbab2f827dd4719e038ddfd3e61?cid=92635a7f55d045ebb6fb8dee4927d449,210384,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Ed Sheeran,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,86,11,https://p.scdn.co/mp3-preview/e0440ae1a5a38687fb54170742e9b83ebd33ddf3?cid=92635a7f55d045ebb6fb8dee4927d449,230746,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Adele,My Little Love,2DuPBbS5mIldXnh7Wum8Cy,81,12,https://p.scdn.co/mp3-preview/18a83c77cf2f55a1de1517a7c1a9f9a3b63201ed?cid=92635a7f55d045ebb6fb8dee4927d449,389107,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Adele,I Drink Wine,6v0UJD4a2FtleHeSYVX02A,81,13,https://p.scdn.co/mp3-preview/740f2aa6e454321010e7af01d0e0b1280200af39?cid=92635a7f55d045ebb6fb8dee4927d449,376169,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,1r9xUipOqoNwggBpENDsvJ,90,14,,173381,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Bruno Mars,Smokin Out The Window,7sMBvZCSUl99bJLXZaLa0b,75,15,https://p.scdn.co/mp3-preview/5c0216fcadf85b6dd7653bada342ead1f0881db8?cid=92635a7f55d045ebb6fb8dee4927d449,197442,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Adele,Strangers By Nature,13CVSGLSFl4UxpDVR6u3dq,81,16,https://p.scdn.co/mp3-preview/6a4c8a7cccf121cfee1dfe71a37723b5970a76fc?cid=92635a7f55d045ebb6fb8dee4927d449,182163,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,LISA,MONEY,7hU3IHwjX150XLoTVmjD0q,92,17,,168227,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Doja Cat,Woman,6Uj1ctrBOjOas8xZXGqKk4,95,18,https://p.scdn.co/mp3-preview/5f583b2ce5aff7762b6611a85907d55349a62db1?cid=92635a7f55d045ebb6fb8dee4927d449,172626,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Coldplay,My Universe,46HNZY1i7O6jwTA7Slo2PI,85,19,https://p.scdn.co/mp3-preview/5da74c03a1f17ed58315050022c1452fb431a2ad?cid=92635a7f55d045ebb6fb8dee4927d449,226198,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Adele,Cry Your Heart Out,09u787BYeYIGd2mFIJ505t,80,20,https://p.scdn.co/mp3-preview/6a506e10efdc6a261d2310ab9746288a81866123?cid=92635a7f55d045ebb6fb8dee4927d449,255278,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Adele,To Be Loved,10ImcQk9tihY1EKMDIbvXJ,79,21,https://p.scdn.co/mp3-preview/7c9f63344451d8ca4736ce95ae2adbe00f368876?cid=92635a7f55d045ebb6fb8dee4927d449,403961,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,CKay,love nwantiti (ah ah ah),2Xr1dTzJee307rmrkt8c0g,94,22,https://p.scdn.co/mp3-preview/a04d7225d1bce725dc9ee38e8fed32b56368d562?cid=92635a7f55d045ebb6fb8dee4927d449,145800,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Post Malone,One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,91,23,,193506,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,BoyWithUke,Toxic,2gQPv5jvVPqU2a9HhMNO1v,82,24,,168020,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,GAYLE,abcdefu,4fouWK6XVHhzl78KzQ1UjL,83,25,https://p.scdn.co/mp3-preview/25a618c8bbf72ac750ab2024c8b987820ecc1cd1?cid=92635a7f55d045ebb6fb8dee4927d449,168601,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,CKay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,4gvrJnKCKIPiacNsWVQwEU,93,26,https://p.scdn.co/mp3-preview/fbbecf458216fefa0e48c4b498fee4f5875ba2fa?cid=92635a7f55d045ebb6fb8dee4927d449,188368,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Olivia Rodrigo,good 4 u,4ZtFanR9U6ndgddUvNcjcG,94,27,,178146,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Mariah Carey,All I Want for Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,85,28,https://p.scdn.co/mp3-preview/bbafd15ff484394a0ca106d5fef0a81eeea4ef5b?cid=92635a7f55d045ebb6fb8dee4927d449,241106,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,ACRAZE,Do It To It,20on25jryn53hWghthWWW3,88,29,,157890,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),09gysnJpfQ3ublBmJDfcEC,55,30,,204763,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Adele,All Night Parking (with Erroll Garner) Interlude,496vIKS2INz840xZaKncvR,79,31,https://p.scdn.co/mp3-preview/897de8af78b844a5db3cbd5ead17ad5764843b9d?cid=92635a7f55d045ebb6fb8dee4927d449,161829,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Doja Cat,Need to Know,3Vi5XqYrmQgOYBajMWSvCi,93,32,https://p.scdn.co/mp3-preview/ed198c528573d97b1ef0c730af1da4f875fc04a4?cid=92635a7f55d045ebb6fb8dee4927d449,210560,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Adele,Woman Like Me,2c6xRsQBv7pynuhYhWoHxo,79,33,https://p.scdn.co/mp3-preview/343a3675919afd878f92309cde50b6905d6ee162?cid=92635a7f55d045ebb6fb8dee4927d449,300247,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Måneskin,Beggin',3Wrjm47oTz2sjIgck11l5e,94,34,https://p.scdn.co/mp3-preview/c956a56a9a3103ad75e95ce2cbb03a0bdd26332b?cid=92635a7f55d045ebb6fb8dee4927d449,211560,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Lil Nas X,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,94,35,https://p.scdn.co/mp3-preview/75aa4d781c96fe990214d04f4e61efb702bf635c?cid=92635a7f55d045ebb6fb8dee4927d449,143901,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Adele,Hold On,6bGMSP3H9YqkmaLnaJTIoF,78,36,https://p.scdn.co/mp3-preview/d049e6b60b6a27bf56b7fd5c60d4c045a196c28e?cid=92635a7f55d045ebb6fb8dee4927d449,366004,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Doja Cat,Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,86,37,https://p.scdn.co/mp3-preview/43a9157b0d8e28bfbade57804a06344894336755?cid=92635a7f55d045ebb6fb8dee4927d449,208666,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Lil Nas X,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,90,38,https://p.scdn.co/mp3-preview/a6e05149543aaa36a3a87ca26665fbd9043f85fd?cid=92635a7f55d045ebb6fb8dee4927d449,137704,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Billie Eilish,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,93,39,,298899,2021-11-22T10:08:07Z
global,GO,2021-11-22 08:00:03.629795,Justin Bieber,Ghost,6I3mqTwhRpn34SLVafSH7G,87,40,,153190,2021-11-22T10:08:07Z
