Track ID,# Playlist Appearances,Artist,Track Name,album_img,preview_url
5PjdY0CKGZdEuoNab3yDmX,64,The Kid LAROI,STAY (with Justin Bieber),https://i.scdn.co/image/ab67616d0000b2738e6551a2944764bc8e33a960,https://p.scdn.co/mp3-preview/dd4d8d66b97b6edcb5358135e72620715e1449f9?cid=92635a7f55d045ebb6fb8dee4927d449
0gplL1WMoJ6iYaPgMCL0gX,63,Adele,Easy On Me,https://i.scdn.co/image/ab67616d0000b27350dba34377a595e35f81b0e4,https://p.scdn.co/mp3-preview/c5014be1aeb2ab5f129e2789eff3ea87ecd5027f?cid=92635a7f55d045ebb6fb8dee4927d449
5Z9KJZvQzH6PFmb8SNkxuk,62,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,https://p.scdn.co/mp3-preview/c1cb40d748692992bd5e476fc17ffe16f31016e3?cid=92635a7f55d045ebb6fb8dee4927d449
