PC1,PC2,PC3,cluster
3.102591514944397,-0.7729102734384201,1.3455735131640465,4
-1.8145545330901756,-1.3787770516486955,-0.08540405136653624,9
-2.756662204109168,1.2589696365971712,0.5239384674588906,9
-6.654631091667366,-1.9509252326454063,4.017659551340514,0
-2.156836724706491,-2.8045681662362982,-0.8787262008734623,2
-1.997628095954479,-1.8558312572000852,0.3199016690536491,0
-2.2508775605676843,0.204134320193939,-1.4475017740690914,2
-0.7325201717818597,-1.4301590971781317,-0.16612214246971926,9
3.1778831061080686,-2.1936794690921073,-1.6641559008951292,3
-1.7798653325397538,-0.023022045995620903,-1.1692179520914794,2
-1.46675425970068,1.0482157217693255,1.8637612837070663,5
-1.6684200124793778,-1.8783869951404921,-0.9834670607108834,2
0.692441026635939,-1.1567965534138966,0.563029256276009,4
-1.457973128877236,0.10849906982190664,1.0546235193936924,9
-2.317891613539486,-0.21827252409639297,-0.32803795321820983,0
0.25543597695274395,-0.4046222829142063,-1.665401254819753,4
-0.1972951537082074,-0.20181892119494055,-1.0948955044572832,4
-4.84357538783368,-2.0053084728262958,-0.029601347724450673,0
2.6176558991047254,0.07806301391635526,-2.862658044684831,8
-0.49507817642838914,-1.0981971977790796,-1.6521368634641844,2
-1.0575937069309782,-0.5538012846251082,-0.31030823610060937,9
-1.823836576714243,-0.612103422325902,0.0075408477338575015,9
-0.31495400417357333,-5.765468408556677,-1.7199375727402189,0
-1.593509232587034,-2.2570366530269474,-0.3459400043845543,9
1.1092775223069058,-3.579456693071318,0.722871571315592,0
-4.6652849588760565,-0.22648928495360648,0.6109506492252823,0
-1.551301162512496,-0.408524444503418,-0.8829869760563896,9
1.8586907451133354,-2.49149514654682,0.29245505677285566,4
-0.6902143937216609,-1.7826897065917595,-0.8354113650581348,0
5.264220168097297,-0.8755054255160165,3.5790048733519133,7
-0.8638735457225972,-0.08749636043501283,-0.19543120524074836,2
-0.6648445601125117,0.08632729582805702,0.2453974370865124,9
0.7962680519631381,2.2098386195679547,2.514405168269267,4
0.18589258989956522,2.222657363345756,-0.8781207632301745,9
-2.8473135384362505,1.081278625826214,-0.8206060912814429,9
-1.5961348738165078,0.7142971347573377,-0.524698998038313,9
0.9078260208429618,0.4698414321490983,1.5717540222827058,5
-2.0346106929297405,1.0287197583701764,-2.6766890265486687,6
0.49282588125316096,1.3080749383033898,-0.3000034432340975,8
1.327451485684506,0.9496505640697671,-0.08646221217273341,8
-0.020339433478693218,-0.4024886309854845,1.2926192900533748,2
0.37353878995542816,-3.3873162542374216,0.5292203332093439,4
-0.7196803147690981,-0.07575946323723518,-0.0672656035051149,3
-2.687171266242484,-0.0654545995121834,-0.8859506574104488,9
-1.9389644806814483,-0.39646019754273465,0.07378478700942662,9
-0.38209744753249086,0.5711387476041194,0.4440839246298386,8
0.39741345711434817,-0.3350070183106616,-0.685480422532247,2
2.514522907782583,-1.742555267855966,-1.228048184649602,8
-1.4649683908371463,1.6255231013169706,0.5161073647547015,9
2.8966533953950804,0.2124488647000826,-0.30045553975130557,4
-0.8587583678498548,-0.7463570642398901,-1.701994621119594,9
