country,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo_1,duration_ms,popularity,basic_kmeans_cluster,chroma,chroma_cens,mff,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,Spectral_Rolloff,poly_features,tonnetz,ZCR,onset_strength,pitch,magnitude,tempo_2,adv_kmeans_cluster,pl_count
indonesia,0.815,0.849,4,-4.704,0,0.114,0.0229,0.000176,0.026,0.685,106.035,133707,75,2,0.49874496,0.270981593,5.7700877,2546.36265,2496.266736,20.06238867,0.034001745,5167.152088,3.648833947,-0.01861844,0.107588541,1.974143,30.18975,0.32598355,107.6660156,4,9
lithuania,0.815,0.849,4,-4.704,0,0.114,0.0229,0.000176,0.026,0.685,106.035,133707,75,2,0.49874496,0.270981593,5.7700877,2546.36265,2496.266736,20.06238867,0.034001745,5167.152088,3.648833947,-0.01861844,0.107588541,1.974143,30.18975,0.32598355,107.6660156,4,9
malaysia,0.815,0.849,4,-4.704,0,0.114,0.0229,0.000176,0.026,0.685,106.035,133707,75,2,0.49874496,0.270981593,5.7700877,2546.36265,2496.266736,20.06238867,0.034001745,5167.152088,3.648833947,-0.01861844,0.107588541,1.974143,30.18975,0.32598355,107.6660156,4,9
norway,0.815,0.849,4,-4.704,0,0.114,0.0229,0.000176,0.026,0.685,106.035,133707,75,2,0.49874496,0.270981593,5.7700877,2546.36265,2496.266736,20.06238867,0.034001745,5167.152088,3.648833947,-0.01861844,0.107588541,1.974143,30.18975,0.32598355,107.6660156,4,9
singapore,0.815,0.849,4,-4.704,0,0.114,0.0229,0.000176,0.026,0.685,106.035,133707,75,2,0.49874496,0.270981593,5.7700877,2546.36265,2496.266736,20.06238867,0.034001745,5167.152088,3.648833947,-0.01861844,0.107588541,1.974143,30.18975,0.32598355,107.6660156,4,9
australia,0.815,0.849,4,-4.704,0,0.114,0.0229,0.000176,0.026,0.685,106.035,133707,75,2,0.49874496,0.270981593,5.7700877,2546.36265,2496.266736,20.06238867,0.034001745,5167.152088,3.648833947,-0.01861844,0.107588541,1.974143,30.18975,0.32598355,107.6660156,4,9
canada,0.545,0.82,8,-4.489,1,0.275,0.0951,0.0,0.29,0.357,141.908,150476,81,6,0.47073293,0.23585373,7.280946,3075.744111,2689.664226,20.22071554,0.04987471,5951.055681,3.752096477,0.039481395,0.153176322,1.7927537,42.9006,0.4149576,95.703125,6,2
luxembourg,0.545,0.82,8,-4.489,1,0.275,0.0951,0.0,0.29,0.357,141.908,150476,81,6,0.47073293,0.23585373,7.280946,3075.744111,2689.664226,20.22071554,0.04987471,5951.055681,3.752096477,0.039481395,0.153176322,1.7927537,42.9006,0.4149576,95.703125,6,2
canada,0.91,0.585,11,-7.572,0,0.257,0.0536,0.0,0.127,0.599,129.011,165067,83,2,0.4291395,0.192972226,5.493169,2805.697824,2904.40351,21.72498526,0.021700611,6396.486321,2.627993777,-0.07612591,0.088060692,1.9852147,8.7330065,0.16315788,129.1992188,2,2
united_states,0.91,0.585,11,-7.572,0,0.257,0.0536,0.0,0.127,0.599,129.011,165067,83,2,0.4291395,0.192972226,5.493169,2805.697824,2904.40351,21.72498526,0.021700611,6396.486321,2.627993777,-0.07612591,0.088060692,1.9852147,8.7330065,0.16315788,129.1992188,2,2
canada,0.711,0.611,1,-5.453,1,0.33,0.00588,0.0,0.23,0.144,134.093,252262,79,0,0.38743573,0.211845296,-2.0299842,2829.723432,2684.487938,22.65164234,0.024237033,6003.1137,2.627527038,0.032739919,0.111140295,2.0170434,15.892408,0.18111798,117.4538352,1,3
south_africa,0.711,0.611,1,-5.453,1,0.33,0.00588,0.0,0.23,0.144,134.093,252262,79,0,0.38743573,0.211845296,-2.0299842,2829.723432,2684.487938,22.65164234,0.024237033,6003.1137,2.627527038,0.032739919,0.111140295,2.0170434,15.892408,0.18111798,117.4538352,1,3
united_states,0.711,0.611,1,-5.453,1,0.33,0.00588,0.0,0.23,0.144,134.093,252262,79,0,0.38743573,0.211845296,-2.0299842,2829.723432,2684.487938,22.65164234,0.024237033,6003.1137,2.627527038,0.032739919,0.111140295,2.0170434,15.892408,0.18111798,117.4538352,1,3
canada,0.649,0.76,1,-6.487,1,0.0574,0.114,0.0,0.317,0.843,80.018,161853,70,5,0.43206182,0.273598867,2.1297677,2676.889221,2559.582508,19.90313502,0.041140776,5574.149627,3.117206086,-0.036373005,0.135569853,1.5163627,42.107433,0.41765782,161.4990234,6,2
united_states,0.649,0.76,1,-6.487,1,0.0574,0.114,0.0,0.317,0.843,80.018,161853,70,5,0.43206182,0.273598867,2.1297677,2676.889221,2559.582508,19.90313502,0.041140776,5574.149627,3.117206086,-0.036373005,0.135569853,1.5163627,42.107433,0.41765782,161.4990234,6,2
canada,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,88,1,0.41521657,0.17736328,8.478272,1678.794265,2353.171396,22.03880093,0.002760148,3899.259755,2.659001905,0.126189106,0.045329658,1.388265,3.5835078,0.17562033,117.4538352,7,12
denmark,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,88,1,0.41521657,0.17736328,8.478272,1678.794265,2353.171396,22.03880093,0.002760148,3899.259755,2.659001905,0.126189106,0.045329658,1.388265,3.5835078,0.17562033,117.4538352,7,12
finland,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,88,1,0.41521657,0.17736328,8.478272,1678.794265,2353.171396,22.03880093,0.002760148,3899.259755,2.659001905,0.126189106,0.045329658,1.388265,3.5835078,0.17562033,117.4538352,7,12
iceland,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,88,1,0.41521657,0.17736328,8.478272,1678.794265,2353.171396,22.03880093,0.002760148,3899.259755,2.659001905,0.126189106,0.045329658,1.388265,3.5835078,0.17562033,117.4538352,7,12
norway,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,88,1,0.41521657,0.17736328,8.478272,1678.794265,2353.171396,22.03880093,0.002760148,3899.259755,2.659001905,0.126189106,0.045329658,1.388265,3.5835078,0.17562033,117.4538352,7,12
sweden,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,88,1,0.41521657,0.17736328,8.478272,1678.794265,2353.171396,22.03880093,0.002760148,3899.259755,2.659001905,0.126189106,0.045329658,1.388265,3.5835078,0.17562033,117.4538352,7,12
ireland,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,88,1,0.41521657,0.17736328,8.478272,1678.794265,2353.171396,22.03880093,0.002760148,3899.259755,2.659001905,0.126189106,0.045329658,1.388265,3.5835078,0.17562033,117.4538352,7,12
new_zealand,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,88,1,0.41521657,0.17736328,8.478272,1678.794265,2353.171396,22.03880093,0.002760148,3899.259755,2.659001905,0.126189106,0.045329658,1.388265,3.5835078,0.17562033,117.4538352,7,12
netherlands,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,88,1,0.41521657,0.17736328,8.478272,1678.794265,2353.171396,22.03880093,0.002760148,3899.259755,2.659001905,0.126189106,0.045329658,1.388265,3.5835078,0.17562033,117.4538352,7,12
australia,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,88,1,0.41521657,0.17736328,8.478272,1678.794265,2353.171396,22.03880093,0.002760148,3899.259755,2.659001905,0.126189106,0.045329658,1.388265,3.5835078,0.17562033,117.4538352,7,12
singapore,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,88,1,0.41521657,0.17736328,8.478272,1678.794265,2353.171396,22.03880093,0.002760148,3899.259755,2.659001905,0.126189106,0.045329658,1.388265,3.5835078,0.17562033,117.4538352,7,12
belgium,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,88,1,0.41521657,0.17736328,8.478272,1678.794265,2353.171396,22.03880093,0.002760148,3899.259755,2.659001905,0.126189106,0.045329658,1.388265,3.5835078,0.17562033,117.4538352,7,12
chile,0.853,0.957,1,-3.258,1,0.0842,0.648,4.23e-06,0.728,0.9,96.011,173187,76,9,0.38636005,0.281955771,-0.94729674,2421.303524,2311.586494,21.00492504,0.020887705,4897.628718,3.568879681,0.003132227,0.112563945,1.9945669,33.557934,0.43314502,95.703125,4,1
chile,0.865,0.759,5,-5.506,0,0.128,0.473,0.00571,0.222,0.696,91.969,249855,75,2,0.33392137,0.271924005,1.8456824,1758.637154,2158.095731,21.72512832,0.011082058,3709.152571,3.150995799,-0.007833233,0.059494349,2.2413025,9.729512,0.28799796,92.28515625,5,1
chile,0.857,0.609,0,-3.769,1,0.0672,0.297,0.000591,0.0776,0.351,95.01,217263,74,4,0.35485515,0.263297061,4.564399,2134.099798,2450.949513,21.21466484,0.022872876,4584.24728,3.785271286,0.049740074,0.073510515,2.1660848,12.975524,0.3667125,129.1992188,4,1
chile,0.793,0.745,7,-4.579,1,0.0571,0.182,0.000189,0.293,0.716,94.979,235411,84,5,0.3343953,0.257177879,2.104447,2036.485826,2406.905997,22.99397174,0.011920523,4296.349021,3.189133007,0.032650248,0.07134235,2.208917,11.146821,0.2922627,95.703125,4,4
paraguay,0.793,0.745,7,-4.579,1,0.0571,0.182,0.000189,0.293,0.716,94.979,235411,84,5,0.3343953,0.257177879,2.104447,2036.485826,2406.905997,22.99397174,0.011920523,4296.349021,3.189133007,0.032650248,0.07134235,2.208917,11.146821,0.2922627,95.703125,4,4
spain,0.793,0.745,7,-4.579,1,0.0571,0.182,0.000189,0.293,0.716,94.979,235411,84,5,0.3343953,0.257177879,2.104447,2036.485826,2406.905997,22.99397174,0.011920523,4296.349021,3.189133007,0.032650248,0.07134235,2.208917,11.146821,0.2922627,95.703125,4,4
peru,0.793,0.745,7,-4.579,1,0.0571,0.182,0.000189,0.293,0.716,94.979,235411,84,5,0.3343953,0.257177879,2.104447,2036.485826,2406.905997,22.99397174,0.011920523,4296.349021,3.189133007,0.032650248,0.07134235,2.208917,11.146821,0.2922627,95.703125,4,4
chile,0.628,0.864,9,-3.447,1,0.135,0.547,1.48e-06,0.152,0.926,177.923,196854,73,6,0.34531185,0.272938438,5.112804,2325.228821,2525.344547,20.83142035,0.022566875,5072.06933,3.909773073,-0.018178449,0.084735693,1.8288814,18.634958,0.42775032,89.10290948,4,1
chile,0.902,0.737,10,-3.131,0,0.223,0.292,0.0,0.189,0.817,95.003,175259,73,2,0.4315532,0.277699599,4.5859942,2616.143671,2624.125021,20.14392045,0.030479673,5591.982853,3.392274554,-0.012459174,0.104982358,2.4086468,27.251814,0.32718006,95.703125,4,1
chile,0.704,0.739,8,-3.286,1,0.112,0.328,1.93e-05,0.0856,0.425,179.879,208292,85,6,0.32114688,0.242335829,2.9216187,2240.715513,2420.551382,23.69819731,0.012423649,4806.40427,3.450533552,0.042194657,0.089584492,1.8613924,14.507885,0.37951076,89.10290948,3,7
dominican_republic,0.704,0.739,8,-3.286,1,0.112,0.328,1.93e-05,0.0856,0.425,179.879,208292,85,6,0.32114688,0.242335829,2.9216187,2240.715513,2420.551382,23.69819731,0.012423649,4806.40427,3.450533552,0.042194657,0.089584492,1.8613924,14.507885,0.37951076,89.10290948,3,7
ecuador,0.704,0.739,8,-3.286,1,0.112,0.328,1.93e-05,0.0856,0.425,179.879,208292,85,6,0.32114688,0.242335829,2.9216187,2240.715513,2420.551382,23.69819731,0.012423649,4806.40427,3.450533552,0.042194657,0.089584492,1.8613924,14.507885,0.37951076,89.10290948,3,7
el_salvador,0.704,0.739,8,-3.286,1,0.112,0.328,1.93e-05,0.0856,0.425,179.879,208292,85,6,0.32114688,0.242335829,2.9216187,2240.715513,2420.551382,23.69819731,0.012423649,4806.40427,3.450533552,0.042194657,0.089584492,1.8613924,14.507885,0.37951076,89.10290948,3,7
mexico,0.704,0.739,8,-3.286,1,0.112,0.328,1.93e-05,0.0856,0.425,179.879,208292,85,6,0.32114688,0.242335829,2.9216187,2240.715513,2420.551382,23.69819731,0.012423649,4806.40427,3.450533552,0.042194657,0.089584492,1.8613924,14.507885,0.37951076,89.10290948,3,7
peru,0.704,0.739,8,-3.286,1,0.112,0.328,1.93e-05,0.0856,0.425,179.879,208292,85,6,0.32114688,0.242335829,2.9216187,2240.715513,2420.551382,23.69819731,0.012423649,4806.40427,3.450533552,0.042194657,0.089584492,1.8613924,14.507885,0.37951076,89.10290948,3,7
spain,0.704,0.739,8,-3.286,1,0.112,0.328,1.93e-05,0.0856,0.425,179.879,208292,85,6,0.32114688,0.242335829,2.9216187,2240.715513,2420.551382,23.69819731,0.012423649,4806.40427,3.450533552,0.042194657,0.089584492,1.8613924,14.507885,0.37951076,89.10290948,3,7
chile,0.935,0.499,1,-7.267,1,0.171,0.497,0.000141,0.122,0.211,116.04,194483,72,4,0.4395658,0.231595328,6.7587748,1963.663769,2451.455157,20.82383585,0.011973678,4424.823244,2.75491719,-0.042503923,0.05631712,2.3793616,5.9346566,0.1622043,117.4538352,2,1
chile,0.942,0.722,11,-6.75,0,0.255,0.322,0.0053,0.0883,0.944,97.998,137142,71,2,0.4485982,0.268554932,1.9951503,2770.204953,2607.846255,21.04019621,0.02849938,5596.432826,2.447108035,-0.008445147,0.108919976,2.4384565,37.300266,0.22947755,99.38401442,1,1
chile,0.843,0.699,0,-7.106,1,0.0551,0.221,1.6e-05,0.172,0.666,97.985,243069,71,5,0.32805884,0.268833574,-3.323304,3066.793723,2703.446146,21.76945969,0.03818719,6361.894864,2.03498701,0.029909827,0.147990413,1.9197627,33.854515,0.23457126,99.38401442,1,1
chile,0.841,0.768,7,-4.116,0,0.116,0.0141,7.7e-05,0.355,0.633,98.025,172392,70,2,0.45285997,0.269630988,1.5742971,2466.926423,2439.171306,20.45432237,0.027212987,5029.444588,2.874169747,0.030671897,0.106297165,2.29629,36.083176,0.27866435,198.7680289,4,1
chile,0.828,0.724,6,-3.555,0,0.0715,0.0424,1.68e-06,0.468,0.896,96.058,167504,79,9,0.40059495,0.265587308,1.1599048,2521.843992,2554.461964,20.96616011,0.021761501,5407.508968,3.173488396,-0.004996912,0.092685381,2.7934053,16.519838,0.23761454,129.1992188,4,8
ecuador,0.828,0.724,6,-3.555,0,0.0715,0.0424,1.68e-06,0.468,0.896,96.058,167504,79,9,0.40059495,0.265587308,1.1599048,2521.843992,2554.461964,20.96616011,0.021761501,5407.508968,3.173488396,-0.004996912,0.092685381,2.7934053,16.519838,0.23761454,129.1992188,4,8
honduras,0.828,0.724,6,-3.555,0,0.0715,0.0424,1.68e-06,0.468,0.896,96.058,167504,79,9,0.40059495,0.265587308,1.1599048,2521.843992,2554.461964,20.96616011,0.021761501,5407.508968,3.173488396,-0.004996912,0.092685381,2.7934053,16.519838,0.23761454,129.1992188,4,8
peru,0.828,0.724,6,-3.555,0,0.0715,0.0424,1.68e-06,0.468,0.896,96.058,167504,79,9,0.40059495,0.265587308,1.1599048,2521.843992,2554.461964,20.96616011,0.021761501,5407.508968,3.173488396,-0.004996912,0.092685381,2.7934053,16.519838,0.23761454,129.1992188,4,8
el_salvador,0.828,0.724,6,-3.555,0,0.0715,0.0424,1.68e-06,0.468,0.896,96.058,167504,79,9,0.40059495,0.265587308,1.1599048,2521.843992,2554.461964,20.96616011,0.021761501,5407.508968,3.173488396,-0.004996912,0.092685381,2.7934053,16.519838,0.23761454,129.1992188,4,8
mexico,0.828,0.724,6,-3.555,0,0.0715,0.0424,1.68e-06,0.468,0.896,96.058,167504,79,9,0.40059495,0.265587308,1.1599048,2521.843992,2554.461964,20.96616011,0.021761501,5407.508968,3.173488396,-0.004996912,0.092685381,2.7934053,16.519838,0.23761454,129.1992188,4,8
guatemala,0.828,0.724,6,-3.555,0,0.0715,0.0424,1.68e-06,0.468,0.896,96.058,167504,79,9,0.40059495,0.265587308,1.1599048,2521.843992,2554.461964,20.96616011,0.021761501,5407.508968,3.173488396,-0.004996912,0.092685381,2.7934053,16.519838,0.23761454,129.1992188,4,8
panama,0.828,0.724,6,-3.555,0,0.0715,0.0424,1.68e-06,0.468,0.896,96.058,167504,79,9,0.40059495,0.265587308,1.1599048,2521.843992,2554.461964,20.96616011,0.021761501,5407.508968,3.173488396,-0.004996912,0.092685381,2.7934053,16.519838,0.23761454,129.1992188,4,8
chile,0.745,0.877,1,-4.17,1,0.306,0.027,1.13e-06,0.407,0.442,82.644,155000,70,9,0.49329326,0.268280772,6.815881,2630.044711,2561.330349,20.1937387,0.033288937,5655.732467,3.296151588,-0.035471497,0.099960469,2.2231667,19.48043,0.22635402,161.4990234,2,1
chile,0.754,0.841,11,-3.19,1,0.135,0.113,0.0,0.466,0.541,128.019,267547,77,9,0.4089155,0.268904338,3.5975242,2575.89056,2624.041565,20.5743219,0.031635877,5580.22459,3.461014392,-0.02478354,0.108798662,1.8010095,28.624508,0.36901546,103.359375,6,6
dominican_republic,0.754,0.841,11,-3.19,1,0.135,0.113,0.0,0.466,0.541,128.019,267547,77,9,0.4089155,0.268904338,3.5975242,2575.89056,2624.041565,20.5743219,0.031635877,5580.22459,3.461014392,-0.02478354,0.108798662,1.8010095,28.624508,0.36901546,103.359375,6,6
honduras,0.754,0.841,11,-3.19,1,0.135,0.113,0.0,0.466,0.541,128.019,267547,77,9,0.4089155,0.268904338,3.5975242,2575.89056,2624.041565,20.5743219,0.031635877,5580.22459,3.461014392,-0.02478354,0.108798662,1.8010095,28.624508,0.36901546,103.359375,6,6
panama,0.754,0.841,11,-3.19,1,0.135,0.113,0.0,0.466,0.541,128.019,267547,77,9,0.4089155,0.268904338,3.5975242,2575.89056,2624.041565,20.5743219,0.031635877,5580.22459,3.461014392,-0.02478354,0.108798662,1.8010095,28.624508,0.36901546,103.359375,6,6
spain,0.754,0.841,11,-3.19,1,0.135,0.113,0.0,0.466,0.541,128.019,267547,77,9,0.4089155,0.268904338,3.5975242,2575.89056,2624.041565,20.5743219,0.031635877,5580.22459,3.461014392,-0.02478354,0.108798662,1.8010095,28.624508,0.36901546,103.359375,6,6
nicaragua,0.754,0.841,11,-3.19,1,0.135,0.113,0.0,0.466,0.541,128.019,267547,77,9,0.4089155,0.268904338,3.5975242,2575.89056,2624.041565,20.5743219,0.031635877,5580.22459,3.461014392,-0.02478354,0.108798662,1.8010095,28.624508,0.36901546,103.359375,6,6
chile,0.736,0.785,10,-3.676,1,0.0567,0.198,4.44e-06,0.109,0.747,176.021,250907,79,6,0.35985094,0.247966515,5.0353537,2268.582145,2611.376947,22.39911601,0.014865113,5253.609899,3.650427626,0.014419451,0.080672982,1.8839773,11.618338,0.3579388,89.10290948,4,2
paraguay,0.736,0.785,10,-3.676,1,0.0567,0.198,4.44e-06,0.109,0.747,176.021,250907,79,6,0.35985094,0.247966515,5.0353537,2268.582145,2611.376947,22.39911601,0.014865113,5253.609899,3.650427626,0.014419451,0.080672982,1.8839773,11.618338,0.3579388,89.10290948,4,2
chile,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,83,2,0.34819552,0.273324768,0.5127372,2447.993253,2639.187795,22.12733482,0.021103516,5435.975463,1.978186552,0.04004268,0.088272331,2.3501515,17.502653,0.20802446,117.4538352,5,10
costa_rica,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,83,2,0.34819552,0.273324768,0.5127372,2447.993253,2639.187795,22.12733482,0.021103516,5435.975463,1.978186552,0.04004268,0.088272331,2.3501515,17.502653,0.20802446,117.4538352,5,10
dominican_republic,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,83,2,0.34819552,0.273324768,0.5127372,2447.993253,2639.187795,22.12733482,0.021103516,5435.975463,1.978186552,0.04004268,0.088272331,2.3501515,17.502653,0.20802446,117.4538352,5,10
ecuador,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,83,2,0.34819552,0.273324768,0.5127372,2447.993253,2639.187795,22.12733482,0.021103516,5435.975463,1.978186552,0.04004268,0.088272331,2.3501515,17.502653,0.20802446,117.4538352,5,10
el_salvador,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,83,2,0.34819552,0.273324768,0.5127372,2447.993253,2639.187795,22.12733482,0.021103516,5435.975463,1.978186552,0.04004268,0.088272331,2.3501515,17.502653,0.20802446,117.4538352,5,10
honduras,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,83,2,0.34819552,0.273324768,0.5127372,2447.993253,2639.187795,22.12733482,0.021103516,5435.975463,1.978186552,0.04004268,0.088272331,2.3501515,17.502653,0.20802446,117.4538352,5,10
panama,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,83,2,0.34819552,0.273324768,0.5127372,2447.993253,2639.187795,22.12733482,0.021103516,5435.975463,1.978186552,0.04004268,0.088272331,2.3501515,17.502653,0.20802446,117.4538352,5,10
paraguay,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,83,2,0.34819552,0.273324768,0.5127372,2447.993253,2639.187795,22.12733482,0.021103516,5435.975463,1.978186552,0.04004268,0.088272331,2.3501515,17.502653,0.20802446,117.4538352,5,10
peru,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,83,2,0.34819552,0.273324768,0.5127372,2447.993253,2639.187795,22.12733482,0.021103516,5435.975463,1.978186552,0.04004268,0.088272331,2.3501515,17.502653,0.20802446,117.4538352,5,10
nicaragua,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,83,2,0.34819552,0.273324768,0.5127372,2447.993253,2639.187795,22.12733482,0.021103516,5435.975463,1.978186552,0.04004268,0.088272331,2.3501515,17.502653,0.20802446,117.4538352,5,10
chile,0.791,0.601,0,-6.636,1,0.213,0.289,0.45,0.0919,0.867,174.068,200000,72,3,0.44312248,0.258248032,4.437463,1825.807566,2262.661289,20.76416318,0.015502738,4003.634124,2.483327897,0.03235105,0.051647458,2.3234043,9.985425,0.18518206,172.265625,0,1
chile,0.823,0.687,4,-4.715,0,0.0561,0.067,0.000135,0.286,0.28,98.016,303427,82,8,0.42545402,0.248822963,3.0929809,2612.270194,2714.842154,20.51145515,0.025174651,5692.307246,2.774413865,0.05021449,0.092615842,2.20542,14.97805,0.21519366,99.38401442,2,10
el_salvador,0.823,0.687,4,-4.715,0,0.0561,0.067,0.000135,0.286,0.28,98.016,303427,82,8,0.42545402,0.248822963,3.0929809,2612.270194,2714.842154,20.51145515,0.025174651,5692.307246,2.774413865,0.05021449,0.092615842,2.20542,14.97805,0.21519366,99.38401442,2,10
ecuador,0.823,0.687,4,-4.715,0,0.0561,0.067,0.000135,0.286,0.28,98.016,303427,82,8,0.42545402,0.248822963,3.0929809,2612.270194,2714.842154,20.51145515,0.025174651,5692.307246,2.774413865,0.05021449,0.092615842,2.20542,14.97805,0.21519366,99.38401442,2,10
guatemala,0.823,0.687,4,-4.715,0,0.0561,0.067,0.000135,0.286,0.28,98.016,303427,82,8,0.42545402,0.248822963,3.0929809,2612.270194,2714.842154,20.51145515,0.025174651,5692.307246,2.774413865,0.05021449,0.092615842,2.20542,14.97805,0.21519366,99.38401442,2,10
honduras,0.823,0.687,4,-4.715,0,0.0561,0.067,0.000135,0.286,0.28,98.016,303427,82,8,0.42545402,0.248822963,3.0929809,2612.270194,2714.842154,20.51145515,0.025174651,5692.307246,2.774413865,0.05021449,0.092615842,2.20542,14.97805,0.21519366,99.38401442,2,10
peru,0.823,0.687,4,-4.715,0,0.0561,0.067,0.000135,0.286,0.28,98.016,303427,82,8,0.42545402,0.248822963,3.0929809,2612.270194,2714.842154,20.51145515,0.025174651,5692.307246,2.774413865,0.05021449,0.092615842,2.20542,14.97805,0.21519366,99.38401442,2,10
paraguay,0.823,0.687,4,-4.715,0,0.0561,0.067,0.000135,0.286,0.28,98.016,303427,82,8,0.42545402,0.248822963,3.0929809,2612.270194,2714.842154,20.51145515,0.025174651,5692.307246,2.774413865,0.05021449,0.092615842,2.20542,14.97805,0.21519366,99.38401442,2,10
panama,0.823,0.687,4,-4.715,0,0.0561,0.067,0.000135,0.286,0.28,98.016,303427,82,8,0.42545402,0.248822963,3.0929809,2612.270194,2714.842154,20.51145515,0.025174651,5692.307246,2.774413865,0.05021449,0.092615842,2.20542,14.97805,0.21519366,99.38401442,2,10
nicaragua,0.823,0.687,4,-4.715,0,0.0561,0.067,0.000135,0.286,0.28,98.016,303427,82,8,0.42545402,0.248822963,3.0929809,2612.270194,2714.842154,20.51145515,0.025174651,5692.307246,2.774413865,0.05021449,0.092615842,2.20542,14.97805,0.21519366,99.38401442,2,10
dominican_republic,0.823,0.687,4,-4.715,0,0.0561,0.067,0.000135,0.286,0.28,98.016,303427,82,8,0.42545402,0.248822963,3.0929809,2612.270194,2714.842154,20.51145515,0.025174651,5692.307246,2.774413865,0.05021449,0.092615842,2.20542,14.97805,0.21519366,99.38401442,2,10
colombia,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453,85,9,0.33927402,0.260684408,2.8879344,2096.797879,2504.173454,21.26488639,0.014139146,4712.621503,3.307434913,0.041880177,0.071194203,1.9852567,9.187603,0.33825415,117.4538352,4,12
ecuador,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453,85,9,0.33927402,0.260684408,2.8879344,2096.797879,2504.173454,21.26488639,0.014139146,4712.621503,3.307434913,0.041880177,0.071194203,1.9852567,9.187603,0.33825415,117.4538352,4,12
chile,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453,85,9,0.33927402,0.260684408,2.8879344,2096.797879,2504.173454,21.26488639,0.014139146,4712.621503,3.307434913,0.041880177,0.071194203,1.9852567,9.187603,0.33825415,117.4538352,4,12
peru,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453,85,9,0.33927402,0.260684408,2.8879344,2096.797879,2504.173454,21.26488639,0.014139146,4712.621503,3.307434913,0.041880177,0.071194203,1.9852567,9.187603,0.33825415,117.4538352,4,12
bolivia,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453,85,9,0.33927402,0.260684408,2.8879344,2096.797879,2504.173454,21.26488639,0.014139146,4712.621503,3.307434913,0.041880177,0.071194203,1.9852567,9.187603,0.33825415,117.4538352,4,12
costa_rica,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453,85,9,0.33927402,0.260684408,2.8879344,2096.797879,2504.173454,21.26488639,0.014139146,4712.621503,3.307434913,0.041880177,0.071194203,1.9852567,9.187603,0.33825415,117.4538352,4,12
paraguay,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453,85,9,0.33927402,0.260684408,2.8879344,2096.797879,2504.173454,21.26488639,0.014139146,4712.621503,3.307434913,0.041880177,0.071194203,1.9852567,9.187603,0.33825415,117.4538352,4,12
uruguay,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453,85,9,0.33927402,0.260684408,2.8879344,2096.797879,2504.173454,21.26488639,0.014139146,4712.621503,3.307434913,0.041880177,0.071194203,1.9852567,9.187603,0.33825415,117.4538352,4,12
el_salvador,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453,85,9,0.33927402,0.260684408,2.8879344,2096.797879,2504.173454,21.26488639,0.014139146,4712.621503,3.307434913,0.041880177,0.071194203,1.9852567,9.187603,0.33825415,117.4538352,4,12
