track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo_1,duration_ms,time_signature,update_dttm,name,artist,album_img,preview_url,popularity
1TKPfF2fvn6gVLVfp3iG4j,0.862,0.484,10,-11.183,1,0.0421,0.798,0.00105,0.105,0.787,105.834,163046,4,2021-12-13 18:25:48.559221,I Walk The Line - Single Version,Johnny Cash,https://i.scdn.co/image/ab67616d0000b273cbb4e4be8129e8bbe13c3029,,65
